Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
1,4097,1223,0,0,0,0,1,27.5,36993,2635,1093,328,1851,103,402,5,57,1679,3364,151,251
1,2519,694,0,0,0,0,1,24.3,43869,1597,707,204,1176,33,184,1,34,1091,2249,95,122
1,3442,1002,0,9,0.0026148,1,1,20.6,40794,1925,920,416,1477,83,422,0,32,1428,2746,113,164
1,3732,1818,0,2,0.0005359,1,0,10.5,59160,994,469,598,1504,273,1466,4,29,456,930,146,33
1,4803,1280,0,0,0,0,1,28.1,49028,2425,1445,434,1986,158,513,0,72,2074,3944,161,243
1,4311,1335,0,0,0,1,1,14.2,48516,1412,957,785,1961,32,811,2,58,1447,3303,125,137
1,5306,1496,0,18,0.0033924,0,1,18,55060,2462,1484,560,2394,47,482,2,109,2272,4530,135,126
1,3323,904,0,5,0.0015047,0,1,32,35515,2262,1052,287,1546,25,170,2,40,1540,3050,91,177
1,2428,595,0,0,0,0,1,22.3,41731,1075,736,209,1135,28,175,0,62,1028,2136,35,93
1,2288,642,0,0,0,0,1,18.8,51188,1176,556,276,1000,51,297,1,31,908,1839,17,57
1,2840,772,0,37,0.0130282,0,0,10,68920,1155,739,344,1300,30,310,9,39,1152,2388,27,82
1,5093,1362,0,726,0.1425486,1,1,25.3,44297,2344,1013,421,2079,374,925,5,51,1659,3318,120,145
1,4839,1165,0,5,0.0010333,1,1,44.7,21110,3393,1795,285,2142,78,79,3,70,2467,4636,331,386
1,4844,1216,0,0,0,1,1,32.9,42652,3312,1575,363,2118,35,57,1,58,2575,4699,242,301
1,2607,438,0,1202,0.4610664,1,1,31.6,35833,685,900,255,1011,298,282,0,16,1000,1794,110,32
1,3064,922,0,24,0.0078329,1,1,26.9,35867,1947,865,286,1297,30,329,0,39,1369,2608,162,165
1,5394,1374,0,0,0,1,1,31.3,36542,3115,1735,402,2624,20,41,5,57,2647,5255,312,265
1,3259,800,0,0,0,1,1,30.8,33333,2170,1027,257,1615,41,27,0,35,1541,3169,190,182
1,4001,1004,0,3,0.0007498,0,1,41.4,27975,3968,1304,305,1831,54,42,0,31,2043,3867,280,278
1,4589,1090,0,0,0,0,1,24.1,46042,3148,1443,383,2258,50,44,1,69,2167,4433,190,185
1,2944,685,0,50,0.0169837,0,1,31,33893,1859,826,265,1525,22,21,4,19,1353,2865,111,141
1,3078,803,0,0,0,0,1,25.4,38193,2173,895,366,1459,15,43,1,29,1531,2998,150,102
1,2650,666,0,5,0.0018868,0,1,21.1,40486,1711,825,225,1249,7,24,4,30,1336,2589,80,97
1,3303,914,0,1,0.0003028,0,1,35.1,32446,2046,1037,245,1493,36,114,2,46,1612,3106,269,188
1,4787,1268,0,103,0.0215166,0,1,37.6,29448,3809,1376,580,2376,23,142,0,29,2217,4543,370,229
1,2363,605,0,1,0.0004232,0,1,53.4,25563,1570,752,165,1170,17,84,2,23,1067,2212,166,163
1,3138,908,0,92,0.029318,0,1,53.1,27067,2142,1020,208,1758,86,35,1,39,1219,2953,343,186
1,4101,1040,0,49,0.0119483,0,1,25.2,39105,3561,1222,376,2139,31,53,1,54,1823,3949,177,157
1,4972,1210,0,0,0,0,1,22.8,47544,2902,1511,448,2521,32,49,3,59,2308,4832,157,207
1,4478,1069,0,3,0.0006699,0,1,26.6,37769,2984,1355,356,2109,16,27,4,75,2247,4369,138,193
1,2274,524,0,3,0.0013193,0,1,20.7,49813,1205,675,264,1187,10,20,0,46,1011,2226,57,119
1,3105,744,0,13,0.0041868,0,1,39,25486,2066,1008,243,1445,29,11,13,57,1550,2999,157,126
1,2598,618,0,2,0.0007698,0,1,27.5,41429,1602,739,264,1405,21,5,0,34,1133,2549,57,50
1,3766,743,0,1,0.0002655,1,1,46.4,29464,2939,1345,127,1982,14,7,0,35,1728,3708,196,216
1,3618,889,0,0,0,1,1,38.9,27743,2717,1223,260,1800,46,44,0,26,1702,3492,304,166
1,3127,990,0,26,0.0083147,1,1,44,22364,1863,832,414,779,119,1239,11,35,944,1611,424,140
1,7883,253,1,7434,0.943042,0,0,10.7,88750,81,16,94,3269,3007,280,25,32,1270,3016,10,16
1,2957,1663,0,125,0.0422726,0,0,19.7,87400,942,164,132,1309,220,1123,2,13,290,362,200,48
1,5275,1643,0,134,0.0254028,1,1,33.3,30058,3738,1525,685,1958,102,827,8,48,2332,4235,613,248
1,2146,767,0,103,0.0479963,0,1,49.3,25667,1637,570,523,1111,95,156,0,41,743,1701,230,183
1,3386,1733,0,998,0.2947431,0,1,51.3,26286,2262,190,866,711,887,1351,5,53,379,661,1005,319
1,7540,2334,0,5015,0.6651193,0,1,79,0,4818,331,669,2187,4070,166,15,116,986,1877,2032,526
1,3047,1442,0,14,0.0045947,0,1,42.8,19672,2300,316,613,479,149,2134,1,4,280,359,394,45
1,2553,948,0,220,0.0861731,0,1,44.8,29406,1937,475,686,331,92,1780,1,17,332,605,435,60
1,2077,777,0,39,0.0187771,0,1,43.4,19095,1542,344,433,159,17,1789,1,10,101,217,246,65
1,4521,3378,0,95,0.021013,0,1,35.6,69038,2325,118,656,2058,950,730,7,61,715,942,1745,495
1,3791,2761,0,168,0.0443155,0,0,17.4,56830,1653,88,258,2134,738,350,3,49,517,696,894,211
1,1363,31,1,1327,0.9735877,0,1,93.1,0,28,5,55,570,311,100,1,20,361,659,20,0
1,2218,1412,0,2,0.0009017,1,0,10.9,81302,561,129,252,797,175,1031,3,8,204,322,237,14
1,2589,1872,0,52,0.020085,0,1,34,24968,1250,75,1255,730,134,1561,5,17,142,321,798,40
1,2490,1653,0,153,0.0614458,0,1,25.3,134250,1083,117,466,1052,299,865,5,13,256,385,489,47
1,4163,2248,0,288,0.0691809,0,1,27.7,126691,1727,363,338,1632,337,1565,8,11,610,999,392,10
1,6893,2289,0,21,0.0030466,0,1,33.9,33060,4415,1912,329,2683,359,1062,3,63,2723,4914,428,292
1,2201,489,0,1,0.0004543,0,1,34.3,35307,1417,671,53,790,24,59,6,114,1208,2084,262,111
1,4360,1438,0,98,0.0224771,0,1,27.8,36833,2870,1127,394,1487,342,502,18,64,1947,3284,670,285
1,3770,1172,0,0,0,0,1,40.1,23092,3976,1016,417,1126,75,578,4,92,1895,2970,522,194
1,2775,783,0,3,0.0010811,0,1,24.7,39041,1730,691,239,926,60,634,4,36,1115,1991,154,145
1,2656,840,0,12,0.0045181,0,0,18.2,61250,1159,581,285,605,47,1253,0,28,723,1180,172,79
1,3571,1210,0,25,0.0070008,0,1,37.3,28835,2853,922,305,1060,122,640,9,23,1717,2573,406,119
1,4195,1390,0,77,0.0183552,0,1,20.3,42035,2140,888,369,820,150,1842,2,35,1346,1979,302,101
1,4660,1730,0,11,0.0023605,0,1,27.5,37440,2582,1006,392,1122,291,1651,2,21,1573,2448,304,147
1,4309,1858,0,11,0.0025528,0,1,25,46382,1537,769,362,803,243,2402,0,39,822,1397,282,112
1,4179,1476,0,4,0.0009572,0,1,48.5,20000,3569,1059,277,1493,167,394,2,56,2067,3410,745,354
1,2995,1218,0,7,0.0023372,0,1,38.6,19338,2664,643,445,734,196,791,37,43,1194,1793,575,162
1,2906,1339,0,5,0.0017206,0,1,33.3,29182,2021,501,329,1013,175,533,32,34,1119,1737,455,56
1,2339,568,0,83,0.0354852,0,1,50.9,17188,1859,605,128,712,26,97,3,75,1426,2135,439,81
1,4019,1160,0,347,0.0863399,0,1,35.8,24403,2773,902,295,1163,302,143,4,94,2313,3326,602,156
1,3926,1245,0,108,0.0275089,0,1,68.7,20082,3234,991,408,1242,92,249,6,125,2212,3387,842,178
1,5267,1892,0,22,0.004177,0,1,57.1,19775,3945,1252,411,1494,346,717,7,133,2570,4026,1105,244
1,3216,910,0,3,0.0009328,0,1,64.9,20762,3054,997,113,1164,118,43,0,80,1811,3016,416,144
1,2434,875,0,46,0.0188989,0,1,54.6,19328,1984,700,146,841,120,128,1,52,1292,2059,377,108
1,2785,1301,0,2,0.0007181,0,1,36.3,36037,1771,528,117,1056,163,644,3,47,872,1350,403,89
1,5021,1941,0,80,0.0159331,0,1,44.2,26521,3398,1168,181,2005,361,501,6,84,2064,3384,666,269
1,3914,1333,0,240,0.0613183,0,1,45.2,22939,2996,925,504,1297,191,640,0,50,1736,2862,722,191
1,3728,1172,0,47,0.0126073,0,1,43.4,22105,3120,951,176,1122,136,191,4,67,2208,3211,834,114
1,3600,1228,0,158,0.0438889,0,1,63,18370,3106,853,640,1103,203,674,1,84,1535,2541,838,101
1,2692,927,0,69,0.0256315,0,1,31.6,28977,1794,643,196,771,109,571,1,32,1208,1903,321,115
1,2791,926,0,9,0.0032247,0,1,33.9,28438,1890,743,160,784,74,318,2,36,1577,2340,381,89
1,2472,688,0,500,0.2022654,0,1,36.7,26534,1823,526,427,765,219,280,0,38,1170,1778,351,103
1,2968,807,0,85,0.0286388,0,1,40.1,24640,2244,847,154,783,131,195,6,52,1801,2559,306,139
1,3520,1193,0,12,0.0034091,0,1,37.9,26782,2542,1019,410,1155,117,460,1,36,1751,2850,588,275
1,4431,1619,0,8,0.0018055,0,0,4.7,161806,626,1047,666,2932,206,1055,2,2,234,299,81,6
1,5194,2419,0,19,0.0036581,0,1,21.3,40922,2240,828,432,826,228,3163,3,13,961,1433,364,43
1,2351,922,0,14,0.0059549,0,1,25.5,51159,989,423,225,615,128,913,8,23,664,1062,141,81
1,3075,1273,0,137,0.0445528,0,1,26.4,41445,1696,582,166,912,223,1054,4,31,851,1445,155,73
1,2645,876,0,37,0.0139887,0,1,26.7,29495,2133,652,163,975,93,361,1,27,1188,1956,272,146
1,2645,925,0,5,0.0018904,0,1,26.3,35375,1639,590,180,906,97,474,3,28,1137,1840,329,139
1,3846,1246,0,19,0.0049402,0,1,37.2,31316,3209,965,199,1387,138,552,0,49,1720,2875,426,177
1,3184,1185,0,22,0.0069095,0,1,25.8,29280,1699,689,211,1050,158,804,4,14,1154,1930,498,207
1,3095,1178,0,70,0.0226171,0,1,20.7,33032,1441,602,302,685,115,1651,2,8,634,1114,183,137
1,3859,1288,0,23,0.0059601,0,1,21,37438,1731,803,358,1226,153,1318,0,38,1124,2005,275,156
1,4355,1757,0,0,0,0,0,12.8,61250,2119,874,511,1982,165,1576,7,16,609,950,245,107
1,2827,1139,0,6,0.0021224,0,1,10.2,55673,931,605,378,981,130,1545,3,2,166,290,104,26
1,4750,1954,0,0,0,0,1,17.2,33214,3014,993,332,1152,251,2211,1,25,1110,1832,347,107
1,3016,1626,0,9,0.0029841,0,1,23.5,37101,1339,373,472,706,172,1751,3,11,373,616,502,106
1,4192,1990,0,30,0.0071565,0,1,25.2,36888,2227,670,331,1000,286,1918,7,15,966,1494,524,103
1,3529,1602,0,10,0.0028337,0,1,27.5,37925,2093,601,231,340,244,2456,2,5,482,589,388,97
1,3221,1355,0,34,0.0105557,0,1,26.5,36136,1649,573,289,414,136,2102,2,7,560,754,229,98
1,4657,1771,0,21,0.0045093,0,1,26.2,37906,3165,1110,234,1575,298,1081,9,63,1631,2859,576,91
1,2474,1045,0,3,0.0012126,0,1,26.3,35735,1180,477,157,573,118,1133,0,10,640,1094,216,30
1,3389,1293,0,1,0.0002951,0,1,17,32500,2164,719,152,900,206,1161,1,37,1084,1803,406,219
1,2507,1212,0,10,0.0039888,0,1,32.3,31944,1162,352,184,518,185,1323,0,25,456,740,200,117
1,2446,1295,0,2,0.0008177,0,1,31.3,24145,1560,328,483,630,208,1151,1,12,444,713,559,39
1,3612,1135,0,7,0.001938,0,1,40.5,24906,2749,961,203,1119,95,563,12,33,1790,2869,388,94
1,2679,1048,0,0,0,0,1,39.7,25000,2296,573,347,997,104,463,0,23,1092,2078,637,104
1,3344,1204,0,0,0,0,1,41.5,24246,2956,834,294,1114,166,531,5,36,1492,2519,478,167
1,3326,1243,0,21,0.0063139,0,1,34.3,21696,2173,784,117,1067,182,567,9,34,1467,2310,613,154
1,1804,787,0,1,0.0005543,0,1,26.2,27857,1400,366,151,748,101,295,0,23,637,1225,424,52
1,2865,960,0,0,0,0,1,35.5,25909,2299,733,126,921,128,497,0,54,1265,2134,496,173
1,3052,1096,0,33,0.0108126,0,1,22.8,31825,2096,632,210,694,55,1395,1,15,892,1481,356,88
1,3903,1541,0,1,0.0002562,0,1,30.2,34012,2061,791,303,924,147,1612,2,25,1193,1867,518,86
1,3228,1165,0,37,0.0114622,0,1,39.4,21861,2295,708,247,831,141,1096,1,33,1126,1791,455,75
1,2165,953,0,0,0,0,1,18.9,32813,1219,428,110,759,145,540,0,27,694,1170,212,59
1,2767,1235,0,6,0.0021684,0,1,10.8,54375,1110,411,248,612,152,1359,6,27,611,976,317,59
1,4074,1753,0,3,0.0007364,0,1,24.8,41618,1954,708,447,938,221,2129,0,19,767,1345,420,45
1,4341,1732,0,52,0.0119788,0,1,26.9,36645,2685,916,412,1020,194,2023,0,29,1075,1844,520,130
1,2430,781,0,136,0.0559671,0,0,13.4,60288,1003,441,430,410,133,1355,1,18,513,718,72,48
1,3635,1401,0,103,0.0283356,0,0,7.7,79565,855,579,540,1099,325,1802,5,12,392,593,47,10
1,4273,1365,0,9,0.0021062,0,1,29.4,48250,2151,950,496,1229,386,1202,0,40,1416,2271,219,227
1,4074,1459,0,39,0.0095729,0,1,28.6,34009,3050,911,336,1094,491,1075,1,11,1402,2212,405,228
1,2721,926,0,99,0.0363837,0,1,23.6,41546,1575,542,361,533,335,1301,1,8,543,864,148,105
1,4198,1527,0,4,0.0009528,0,1,29.1,33039,3409,984,420,901,136,1807,1,14,1339,2116,413,99
1,3873,1245,0,27,0.0069713,0,1,36.9,33415,2780,923,334,1164,154,1200,0,43,1312,2457,388,144
1,3477,1072,0,9,0.0025884,0,1,28.9,34821,2859,833,281,961,52,1027,13,32,1392,2334,331,125
1,2481,960,0,10,0.0040306,0,1,22.2,35711,1694,439,390,754,85,747,2,19,874,1588,342,73
1,4951,1558,0,6,0.0012119,0,1,22.5,34103,4385,1259,298,1522,80,999,1,50,2299,3795,466,169
1,4645,1531,0,5,0.0010764,0,1,25.2,36250,2967,1153,310,1554,136,881,0,35,2039,3427,345,133
1,3898,1344,0,7,0.0017958,0,0,5.7,108833,767,1260,477,3639,29,133,1,6,90,118,129,44
1,3944,1677,0,1,0.0002535,0,0,5.8,126500,579,947,493,3523,106,175,1,3,136,194,101,0
1,2877,1731,0,8,0.0027807,0,0,16.6,92885,826,177,163,2448,76,134,6,9,204,265,91,39
1,2932,1553,0,12,0.0040928,0,0,16.1,90208,834,441,276,1800,153,813,1,4,161,232,243,13
1,5528,2740,0,0,0,0,1,29,102797,1851,838,366,2595,347,2270,12,9,295,362,155,52
1,3325,1557,0,0,0,0,0,7.7,76217,811,634,355,1436,167,1540,4,3,175,209,94,8
1,2411,1337,0,76,0.0315222,0,0,9,100903,500,227,394,2013,95,196,2,4,101,175,110,16
1,2512,1241,0,94,0.0374204,0,0,8.3,94583,353,328,381,2159,78,151,1,5,118,234,49,6
1,2573,1393,0,120,0.0466382,0,0,7.4,135000,551,245,449,2247,83,116,2,10,115,181,115,45
1,3083,2029,0,6,0.0019462,0,0,15.2,131366,850,197,518,2542,88,243,4,4,202,156,147,0
1,2586,1540,0,83,0.0320959,0,0,10.4,91583,548,201,515,2049,79,305,0,2,151,186,206,9
1,2477,1619,0,8,0.0032297,0,1,16.7,50463,858,166,125,1540,257,434,2,5,239,349,212,62
1,3110,2043,0,3,0.0009646,0,0,18.4,70451,820,179,119,2162,222,453,1,8,264,355,400,28
1,2289,1026,0,0,0,0,0,8.4,103264,500,344,373,1149,488,399,4,6,243,292,67,19
1,4911,2475,0,120,0.0244349,0,0,15.8,99442,1349,618,498,2244,1245,839,8,22,553,740,137,43
1,4526,2327,0,6,0.0013257,0,0,10,142188,990,633,737,3030,490,668,4,20,314,423,144,0
1,4189,2101,0,17,0.0040582,0,0,14.6,82685,1636,586,625,3260,199,327,1,21,381,323,316,103
1,2615,1351,0,60,0.0229446,0,0,14.6,75795,948,277,525,2111,85,175,2,9,233,140,140,15
1,3709,1607,0,137,0.0369372,0,0,15.3,68214,1400,614,570,1443,1313,315,3,18,617,747,102,108
1,3289,1473,0,17,0.0051687,0,0,16.1,101908,904,599,354,2368,295,199,2,19,406,597,71,23
1,5060,2382,0,146,0.0288538,0,0,9.6,72373,1454,725,783,2155,1784,316,5,24,776,999,205,133
1,2654,984,0,33,0.0124341,0,0,12.7,91352,651,746,306,2328,85,72,1,5,163,182,117,97
1,4977,2212,0,56,0.0112518,0,0,13.1,59745,2007,829,585,3541,505,429,4,9,489,541,234,58
1,5374,2266,0,22,0.0040938,0,0,13.1,60833,1476,1082,576,1833,1887,255,4,88,1307,2036,147,202
1,3905,1556,0,14,0.0035851,0,1,21.6,46436,1764,825,387,1324,1191,328,3,44,1015,1599,173,96
1,3453,1127,0,21,0.0060817,0,1,19.7,41565,1513,791,320,835,825,500,5,44,1244,1885,233,120
1,4530,1359,0,65,0.0143488,0,1,28.8,38551,3140,1147,383,1266,534,709,4,66,1951,3127,302,208
1,4457,1157,0,399,0.0895221,0,1,29.1,35322,2707,1258,391,1295,1046,40,7,31,2038,3182,288,96
1,4358,1436,0,29,0.0066544,0,1,22.1,48787,2760,1081,425,1114,1487,209,5,47,1496,2271,294,78
1,5520,2009,0,14,0.0025362,1,1,22.8,39290,3173,1312,539,1385,1930,195,4,53,1953,2912,442,275
1,4714,1388,0,35,0.0074247,0,1,29.1,35568,2439,1318,359,1379,1293,49,10,48,1935,3112,203,208
1,2869,950,0,22,0.0076682,1,1,27,51638,1573,682,275,739,1012,79,5,34,1000,1556,234,172
1,3142,1015,0,125,0.0397836,0,1,20.3,53310,1356,771,298,801,1188,72,1,20,1060,1656,57,163
1,2430,824,0,1,0.0004115,0,1,19.9,50313,983,584,250,530,1041,174,9,18,658,1029,127,179
1,2176,744,0,20,0.0091912,0,1,27.4,45698,1087,591,191,469,851,59,0,5,792,1170,213,131
1,2658,875,0,27,0.010158,0,1,21.5,42708,1348,673,233,721,696,219,5,35,982,1657,129,131
1,5464,1947,0,89,0.0162884,1,1,28.2,31533,4384,1476,436,1254,2215,157,10,38,1790,2731,464,369
1,2814,781,0,4,0.0014215,0,1,28.5,47396,1377,782,266,725,817,80,3,21,1168,1848,87,211
1,4798,1392,0,37,0.0077115,1,1,18.4,45114,2522,1328,459,1286,1387,131,3,52,1939,3102,222,231
1,3700,1333,0,30,0.0081081,0,1,29.1,27139,3104,1022,351,833,1276,181,1,36,1373,2072,282,263
1,1737,717,0,3,0.0017271,0,0,6.4,77031,295,329,383,192,975,326,2,6,236,337,45,76
1,4306,1307,0,19,0.0044124,0,0,11.4,56458,1211,1124,372,1101,1306,50,0,54,1795,2744,222,127
1,3310,952,0,26,0.007855,0,1,29.8,36382,1960,1028,187,1043,753,37,1,35,1441,2459,181,175
1,5234,1399,0,6,0.0011464,0,1,37.3,29583,3446,1687,250,1615,879,37,2,43,2658,4179,297,261
1,4113,1188,0,3,0.0007294,0,1,17.7,39545,2093,1075,341,1349,894,71,6,55,1738,2971,73,157
1,5345,1914,0,17,0.0031805,1,1,28.3,39761,3780,1372,533,1159,2359,134,2,51,1640,2645,393,277
1,2334,1000,0,1,0.0004284,0,1,32.2,53553,1035,492,458,415,1388,141,2,8,380,669,161,158
1,3565,1053,0,19,0.0053296,0,1,34.7,27667,2828,974,254,1397,72,267,2,56,1771,3160,425,81
1,3373,842,0,0,0,0,1,33.1,32721,2347,1041,208,1334,85,63,0,32,1859,3157,311,120
1,3300,860,0,19,0.0057576,0,1,26.6,37308,1873,842,242,1164,191,308,13,49,1575,2685,232,79
1,3378,972,0,19,0.0056246,0,1,22.7,34911,2274,852,278,1360,79,217,1,42,1679,2987,233,139
1,4403,1254,0,105,0.0238474,0,1,38.5,32267,4208,1160,306,1432,850,358,3,38,1722,2949,372,235
1,2551,729,0,63,0.0246962,0,1,46.3,19912,1876,656,176,871,226,285,6,40,1123,1958,251,71
1,3319,1050,0,112,0.0337451,0,1,35.3,29947,2726,866,297,839,785,612,3,37,1043,1796,193,232
1,3359,1279,0,377,0.1122358,0,1,37,27024,1816,715,828,719,1466,127,4,41,1002,1429,444,138
1,2715,873,0,228,0.0839779,0,1,34,40066,1478,586,430,811,785,323,1,21,774,1329,182,173
1,3507,1145,0,33,0.0094098,0,1,43.4,30313,2636,925,355,847,821,143,6,12,1678,2391,323,271
1,3403,889,0,63,0.0185131,0,1,33,38241,2023,881,244,1217,351,142,0,47,1646,2768,236,151
1,2816,807,0,4,0.0014205,0,1,34.1,27431,2097,814,199,1052,139,87,2,47,1489,2549,189,261
1,2621,857,0,1,0.0003815,0,1,42.8,38603,1603,579,294,918,202,239,0,19,1243,2005,229,121
1,2773,986,0,27,0.0097367,0,1,62.2,21750,2137,462,229,1184,250,526,0,28,785,1417,227,83
1,3095,1117,0,312,0.1008078,0,1,63.3,21542,2438,163,120,1180,225,1261,4,3,422,533,359,62
1,3664,1023,0,983,0.268286,0,1,62.7,21129,2026,273,275,1385,310,1169,6,10,784,1057,315,75
1,3237,858,0,73,0.0225517,0,1,29,53385,1745,843,285,1068,908,68,2,47,1144,2066,93,75
1,4655,1285,0,26,0.0055854,0,1,14.5,36310,2645,1276,338,1514,1389,25,7,30,1690,3039,202,142
1,3877,1097,0,17,0.0043848,0,1,27.2,45143,2202,1032,322,1154,966,96,8,16,1637,2629,203,165
1,3965,1183,0,21,0.0052963,0,1,33.9,32625,2658,1018,328,1153,970,143,2,37,1660,2573,250,197
1,4963,1277,0,21,0.0042313,0,1,36.1,31728,3573,1456,363,1294,1216,89,11,89,2264,3556,195,214
1,5631,1694,0,62,0.0110105,0,1,39.2,30911,3695,1354,353,1642,1404,591,16,22,1956,3069,282,217
1,3748,266,1,3068,0.8185699,0,1,81.6,0,570,49,4,1987,169,1195,2,3,392,436,15,0
1,2433,1111,0,95,0.0390464,1,1,49,16271,1867,554,213,889,357,139,3,43,1002,1735,672,318
1,2789,908,0,146,0.0523485,1,1,43.9,25491,1838,778,149,1034,258,56,1,37,1403,2333,393,250
1,2392,683,0,2,0.0008361,0,1,27.8,31736,1955,642,206,858,42,47,0,38,1407,2252,267,144
1,2025,586,0,9,0.0044444,0,1,39.5,24406,1797,581,136,804,38,81,0,12,1090,1811,293,94
1,3224,1018,0,6,0.001861,0,1,41.4,25000,2541,886,277,1058,155,87,1,24,1899,2965,374,260
1,3140,1041,0,126,0.0401274,0,1,42.1,29722,2519,519,235,1224,142,746,2,18,1008,1832,235,148
1,2369,742,0,172,0.0726045,1,1,48.5,24088,1481,583,201,783,169,101,1,23,1292,1961,322,99
1,3425,768,0,236,0.0689051,0,1,47.4,24432,2469,1095,241,1304,316,40,3,36,1726,2960,236,227
1,4856,836,0,3053,0.6287068,0,1,76.5,13800,2366,109,56,3015,253,1094,2,8,484,648,237,35
1,2068,482,0,79,0.0382012,0,1,23.6,39345,1675,640,132,852,141,55,0,11,1009,1843,108,89
1,1604,794,0,302,0.1882793,0,1,39.3,31667,1023,191,111,693,307,115,1,21,467,799,342,113
1,3491,816,0,1,0.0002865,0,1,39.1,36409,2574,1214,184,1129,108,47,0,40,2167,3327,245,215
1,4906,1129,0,17,0.0034651,0,1,40.1,27063,4024,1600,294,1456,402,54,8,36,2950,4439,368,288
1,6170,1272,0,1,0.0001621,0,1,44.4,26231,4834,2149,303,2022,259,18,1,58,3812,5866,282,311
1,4662,1000,0,3,0.0006435,0,1,53.1,26661,3986,1597,210,1694,346,12,3,42,2565,4293,166,289
1,3599,721,0,6,0.0016671,0,1,41.7,30082,2706,1304,147,1197,247,7,1,34,2113,3339,113,167
1,4916,1014,0,2,0.0004068,1,1,43.5,24906,4179,1705,203,1738,381,16,1,44,2736,4487,223,246
1,3806,961,0,0,0,0,1,48.9,28542,2717,1215,257,1328,437,106,0,52,1883,3207,262,226
1,4389,874,0,35,0.0079745,0,1,44.6,24583,3107,1595,156,1397,504,5,3,33,2447,3809,172,297
1,4449,986,0,2,0.0004495,0,1,41.2,28527,3235,1553,196,1487,319,4,4,34,2601,4108,229,232
1,3219,676,0,0,0,0,1,37.7,24567,2605,1144,128,997,346,8,0,36,1832,2872,126,178
1,3320,694,0,0,0,0,1,33,32813,2637,1217,123,1113,230,15,1,67,1894,3050,210,192
1,3150,684,0,0,0,0,1,46.1,26056,2453,1146,103,977,345,4,1,33,1790,2780,151,174
1,5220,1058,0,19,0.0036398,1,1,46,27399,3697,1889,197,1760,548,11,2,34,2865,4654,234,277
1,5049,1047,0,4,0.0007922,0,1,53.5,21213,4032,1786,197,1838,591,17,0,61,2542,4387,253,280
1,4235,931,0,6,0.0014168,0,1,54.3,21797,3157,1482,233,1514,428,53,0,117,2123,3731,159,233
1,4492,934,0,9,0.0020036,0,1,39.2,30726,3500,1587,178,1598,500,7,3,26,2358,3940,172,208
1,5575,1163,0,10,0.0017937,0,1,43.4,25510,4611,2096,240,1829,549,90,0,84,3023,4910,232,352
1,3216,756,0,2,0.0006219,0,1,57,19848,2686,1208,137,1025,337,95,0,102,1657,2770,232,285
1,4557,906,0,2,0.0004389,0,1,36.1,45455,3114,1626,189,1643,441,8,0,116,2349,4090,109,158
1,4394,1051,0,9,0.0020482,0,1,40.7,28750,2715,1468,310,1343,739,42,4,45,2221,3589,316,191
1,5498,1207,0,42,0.0076391,0,1,52.8,23403,5352,2019,198,1703,603,12,2,58,3120,4824,197,427
1,3343,729,0,121,0.036195,0,1,47.4,26518,2754,1124,166,1181,500,16,0,38,1608,2794,105,202
1,4729,970,0,7,0.0014802,0,1,43.1,25339,3597,1697,176,1507,558,3,3,36,2622,4134,194,268
1,3350,662,0,780,0.2328358,0,1,60.2,21364,2275,836,175,1086,707,46,3,72,1436,2426,238,167
1,3688,1036,0,0,0,0,1,31.1,24611,2397,1086,204,909,895,65,5,26,1788,2626,456,249
1,3824,1068,0,57,0.0149059,0,1,44.9,25907,2855,1195,282,1095,861,103,21,57,1687,2780,490,431
1,5348,1473,0,35,0.0065445,1,1,45.7,26548,3617,1580,402,1244,1691,62,7,66,2278,3425,433,386
1,4688,1405,0,4,0.0008532,1,1,26,37582,3449,1318,395,1160,1528,120,13,41,1826,2967,276,275
1,4752,1362,0,19,0.0039983,1,1,17.4,45333,2274,1182,579,949,1988,116,0,41,1658,2565,121,139
1,7110,1918,0,123,0.0172996,0,1,38,34758,5171,2018,584,1568,2220,90,17,57,3158,4668,532,367
1,4358,1169,0,15,0.0034419,0,1,53.9,18974,3983,1494,175,1087,871,20,4,55,2321,3449,376,294
1,4966,1377,0,33,0.0066452,0,1,35.3,29578,3735,1461,390,1209,901,114,0,62,2680,3876,370,234
1,5303,1294,0,51,0.0096172,0,1,51.3,19271,3735,1690,207,1743,634,6,0,112,2808,4609,379,387
1,5968,1342,0,85,0.0142426,0,1,47.9,26000,4245,2007,300,1909,921,24,1,62,3051,4995,373,454
1,3191,799,0,8,0.0025071,0,1,44.6,28194,2002,1006,211,708,927,5,0,27,1524,2257,208,245
1,5263,1307,0,27,0.0051302,0,1,43.3,29129,3914,1704,276,1442,1044,23,3,62,2689,4119,233,381
1,3119,794,0,88,0.0282142,0,1,39,30873,1742,870,254,535,1111,8,0,14,1451,1934,235,147
1,3926,992,0,21,0.005349,0,1,29.5,40690,2348,1085,377,774,1332,7,3,34,1776,2532,94,111
1,6957,1854,0,157,0.0225672,1,1,26.7,35523,4893,1958,593,1386,2829,56,2,51,2633,3926,314,279
1,4619,1337,0,29,0.0062784,0,1,32.7,37465,2764,1376,416,895,1935,8,3,23,1755,2627,345,304
