Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
1,4477,1328,0,7,0.0015635,0,1,11.5,76949,1536,1099,458,2203,112,503,14,75,1570,2892,69,120
1,4186,1364,0,63,0.0150502,0,1,20.4,56250,1894,870,377,2038,109,481,7,92,1459,2620,138,146
1,4153,1348,0,759,0.1827594,0,1,30,120000,1981,535,201,2444,224,642,14,42,787,1100,76,87
1,3295,973,0,87,0.0264036,0,1,25.3,40472,2042,990,232,1503,97,291,17,62,1325,2488,109,225
1,2947,829,0,0,0,0,1,17.9,42431,1604,752,238,1475,67,333,6,63,1003,2029,13,162
1,4278,1135,0,0,0,0,1,22.8,43438,2553,1287,259,1456,80,1088,3,43,1608,2855,103,207
1,4549,1086,0,42,0.0092328,0,1,25.4,81581,1702,1374,260,2007,80,679,21,56,1706,3186,7,78
1,6854,2476,0,231,0.0337029,0,1,36,41806,3574,1286,252,3019,349,1249,44,104,2089,3383,375,242
1,4916,1227,0,232,0.0471928,0,1,22.3,45375,2756,1404,239,2199,103,171,7,91,2345,4129,90,192
1,5085,1686,0,22,0.0043265,0,0,9.7,89464,1313,1238,416,3110,82,255,22,52,1564,2754,118,91
1,4641,2103,0,10,0.0021547,0,1,13.4,72398,1743,886,445,2017,355,818,22,63,1366,1770,159,114
1,5022,1970,0,7,0.0013939,0,1,13.6,60685,2366,1112,397,2923,150,484,20,72,1373,2547,135,193
1,4887,1534,0,24,0.004911,0,1,27.9,40057,2713,1478,240,2346,146,296,21,81,1997,3412,200,316
1,4798,1908,0,152,0.0316799,0,0,9.8,103162,1339,907,674,2949,192,799,25,30,803,1139,93,45
1,7469,2599,0,206,0.0275807,1,1,20.3,50864,3551,1891,559,3496,406,999,65,110,2393,3797,207,215
1,6260,2670,0,129,0.020607,1,1,18.8,60570,2935,1281,536,2937,510,1216,28,44,1525,2163,323,224
1,2870,1379,0,131,0.0456446,0,0,6.1,126786,434,457,441,2113,67,375,34,12,269,394,34,38
1,3245,1344,0,9,0.0027735,0,0,5.9,124141,531,709,442,2511,83,212,4,22,413,699,61,0
1,2826,1240,0,1,0.0003539,0,0,5.7,108295,348,646,265,1988,88,208,10,24,508,805,45,63
1,6813,2814,0,12,0.0017613,0,0,5.1,152299,792,1438,801,5460,99,456,9,33,756,1304,31,43
1,6187,2438,0,16,0.0025861,0,0,4,162596,560,1469,826,5053,87,407,10,38,592,1090,75,16
1,2626,1168,0,6,0.0022848,0,0,5.7,188491,461,489,714,2171,27,234,7,8,179,302,149,0
1,2527,1014,0,20,0.0079145,0,0,2,138590,312,541,432,1969,39,226,13,8,272,374,19,12
1,4320,2210,0,0,0,0,0,9.9,86052,762,672,343,2775,178,592,42,33,700,991,108,26
1,4874,1947,0,14,0.0028724,0,0,10.2,97708,1237,1083,614,3326,153,652,30,28,685,973,93,145
1,8042,3131,0,200,0.0248694,1,0,9.3,122762,1546,1825,1026,5484,155,1517,9,61,816,1113,183,61
1,4102,1390,0,11,0.0026816,0,0,5.1,111563,523,1058,465,3081,55,438,16,40,472,800,7,37
1,5919,2193,0,33,0.0055753,0,0,2.5,118942,862,1430,799,4065,136,865,37,49,767,1185,58,130
1,7200,2575,0,38,0.0052778,0,0,6.1,124545,1135,1830,1060,5332,97,781,5,35,950,1270,43,44
1,5075,1917,0,8,0.0015764,0,0,3.6,142750,378,1179,944,3970,66,470,14,41,514,819,6,13
1,4521,1615,0,18,0.0039814,0,0,7.9,98702,988,1129,436,3152,118,529,16,40,666,1043,51,81
1,3912,1318,0,81,0.0207055,0,0,5.7,134821,449,934,606,2851,48,510,8,21,474,622,47,15
1,6683,2359,0,28,0.0041897,0,0,6.6,124886,1067,1696,733,4404,179,1055,26,40,979,1364,80,53
1,5073,1981,0,6,0.0011827,0,0,9.1,95893,1173,1153,619,3311,134,539,14,51,1024,1461,98,136
1,3656,1460,0,8,0.0021882,0,0,3.7,102536,506,829,479,2397,98,505,13,34,609,981,94,61
1,4063,1584,0,113,0.027812,0,0,6.9,155469,575,860,688,3369,46,349,9,23,267,531,118,27
1,3506,1276,0,142,0.040502,0,0,4.7,139650,639,777,660,2477,71,387,13,19,539,789,49,49
1,5099,1766,0,4,0.0007845,0,0,4.2,135396,678,1164,698,3676,44,634,21,49,675,1082,30,44
1,2484,756,0,36,0.0144928,0,1,29.3,50096,1274,582,331,394,33,1513,15,26,503,783,99,84
1,7894,2739,0,24,0.0030403,1,0,8.7,94855,1662,2276,566,3174,452,2311,54,74,1829,2616,192,100
1,4618,1062,0,0,0,0,1,30.3,37097,3294,1581,271,1308,118,1408,12,45,1727,2957,79,317
1,5101,1063,0,63,0.0123505,0,1,14.3,64515,2138,1382,446,1294,87,2216,22,34,1448,2443,26,182
1,4025,1455,0,0,0,0,1,17.7,46563,1728,917,276,1626,132,822,11,44,1390,2406,148,144
1,4760,1276,0,89,0.0186975,0,1,30.6,42651,2924,1383,302,2015,92,283,4,65,2301,3793,109,174
1,6027,2477,0,0,0,0,0,3.4,111776,653,1195,777,3085,216,1880,15,18,813,1188,32,0
1,5240,2129,0,0,0,0,0,7,84615,1057,1111,647,2239,189,1830,24,35,923,1261,164,145
1,3120,721,0,0,0,0,1,33.4,41938,1885,965,267,874,39,1142,32,35,998,1830,57,206
1,5474,1619,0,0,0,0,1,18.4,65079,2004,1508,245,1733,158,1753,40,101,1689,2999,41,211
1,4499,1480,0,278,0.0617915,0,1,22.1,55486,2127,1079,376,1935,335,689,11,96,1433,2539,104,121
1,3449,1153,0,386,0.1119165,0,1,26.8,30125,1728,811,269,971,222,1615,6,37,598,1071,235,259
1,3585,1549,0,53,0.0147838,1,1,16.8,43877,2029,881,326,1694,426,437,9,93,926,1664,118,164
1,8175,2132,0,20,0.0024465,1,1,13.7,61250,2898,2352,613,2582,295,2583,56,98,2561,4551,216,435
1,3938,989,0,44,0.0111732,0,0,9.3,85605,940,937,396,613,107,2700,31,25,462,777,25,105
1,3985,844,0,10,0.0025094,0,1,11.8,83672,1502,1202,288,1242,142,909,30,53,1609,2591,26,106
1,4453,926,0,7,0.001572,0,1,15.3,81150,1338,1288,317,1168,116,2001,15,33,1120,2073,14,97
1,4744,1100,0,51,0.0107504,0,0,12.4,90469,2048,1164,496,1158,113,2268,23,37,1145,1816,11,99
1,4058,926,0,49,0.0120749,0,0,7.3,84591,1134,930,390,853,123,2276,11,64,731,1278,3,63
1,4494,1189,0,68,0.0151313,0,1,15.3,50139,2054,1155,419,944,112,2574,4,24,836,1509,99,187
1,7253,2092,0,112,0.0154419,0,1,30.9,36230,4330,2011,777,1479,137,4018,32,63,1524,2568,208,469
1,4512,1014,0,6,0.0013298,0,1,20.7,51762,2093,1492,239,1348,163,1132,23,62,1784,3010,43,152
1,4471,1102,0,11,0.0024603,0,1,16,39868,2444,1420,241,1686,101,683,4,48,1949,3452,53,211
1,6916,1758,0,183,0.0264604,0,1,19.6,58750,2207,1892,777,1602,212,3116,32,62,1892,3035,107,254
1,6069,1405,0,33,0.0054375,0,1,11.3,60172,3113,1500,729,1286,115,2722,14,64,1868,2936,180,315
1,4311,864,0,17,0.0039434,0,1,7.7,66250,1157,1209,399,1470,73,1333,33,71,1331,2681,0,90
0,3365,1007,0,4,0.0011887,0,0,3,91909,588,786,388,1392,170,907,16,25,855,1266,73,23
1,4582,1256,0,0,0,0,0,4.4,134817,288,1130,456,1332,147,2330,4,33,736,1098,25,0
1,7481,1919,0,24,0.0032081,0,1,14.1,74728,2837,2015,564,1581,278,3772,26,70,1754,2609,74,121
1,4658,1065,0,31,0.0066552,0,0,6.5,110300,733,1014,493,458,67,3683,25,25,400,601,31,75
1,4173,994,0,45,0.0107836,0,0,13.4,99205,1112,1052,468,1241,252,1639,13,49,979,1609,56,99
1,4688,1165,0,40,0.0085324,0,1,10.2,83871,822,1202,459,1121,173,2329,32,15,1018,1508,38,93
1,3543,882,0,13,0.0036692,0,0,4.1,107000,522,871,345,495,90,2449,24,21,464,616,18,33
1,4448,1110,0,34,0.0076439,0,0,7.5,104571,937,1173,386,1049,154,2443,13,42,747,1377,92,110
1,6650,1682,0,0,0,0,0,5.5,172011,1242,2145,445,861,99,5129,19,17,525,749,73,140
1,4712,1360,0,17,0.0036078,1,0,8.8,105612,1207,1120,646,1584,168,1956,15,18,971,1564,175,82
1,3461,955,0,35,0.0101127,0,0,3.7,167891,161,1044,277,759,89,2261,9,5,338,495,0,8
1,7618,2024,0,13,0.0017065,0,0,4.5,182713,459,2599,502,1053,135,5892,13,22,503,573,0,24
1,3173,1339,0,6,0.001891,0,0,7.1,122448,599,515,871,1641,119,1014,16,27,356,654,84,89
1,5363,2469,0,0,0,0,0,4.1,114516,474,819,2460,3705,66,1227,10,17,338,465,48,0
1,4585,1264,0,24,0.0052345,0,0,11.7,137083,737,1252,376,1384,197,2195,17,22,770,1236,21,85
1,8854,2544,0,0,0,0,0,1.5,201940,634,2811,647,2756,183,5282,14,1,618,650,0,31
1,3492,838,0,43,0.0123139,0,0,8.2,94271,1138,963,264,712,95,1782,20,43,840,1290,13,51
1,3772,925,0,72,0.019088,0,1,11,76172,1225,972,367,616,145,2313,10,21,667,871,28,28
1,4915,915,0,4,0.0008138,0,1,12.4,64531,1926,1487,358,1663,94,637,82,48,2391,3995,49,84
1,5263,1127,0,7,0.00133,0,1,31,37500,2783,1729,354,1559,225,1191,39,24,2225,3639,128,428
1,6463,1157,0,5,0.0007736,0,1,14.6,62617,2248,1940,440,1945,133,985,18,73,3309,5169,81,289
1,6432,1227,0,9,0.0013993,0,1,15.8,51959,3067,1932,472,1891,168,1629,16,111,2617,4363,134,160
1,2182,372,0,9,0.0041247,0,1,16.9,67366,1114,649,159,636,67,309,54,38,1078,1703,10,80
1,6219,1225,0,55,0.0088439,0,1,20.3,63750,3455,1837,465,2312,132,954,39,60,2722,4673,64,226
1,4040,847,0,0,0,0,1,13.5,81333,1377,1167,298,1389,100,1000,36,69,1446,2548,18,51
1,5968,1303,0,19,0.0031836,0,1,26.3,53770,2944,1814,418,2158,100,749,31,70,2860,4609,95,245
1,3665,805,0,0,0,0,1,15.2,81563,1092,939,342,803,71,1558,14,36,1183,1731,48,61
1,2992,849,0,112,0.0374332,0,1,24.1,47054,1531,814,283,1520,51,463,10,36,912,1627,110,111
1,4741,1246,0,2,0.0004219,0,1,23.3,49659,2562,1307,485,1635,145,1357,13,59,1532,2824,160,238
1,4271,887,0,0,0,0,1,26.1,53669,1983,1313,264,1081,99,937,7,59,2088,3135,45,149
1,5462,1337,0,78,0.0142805,0,1,18.2,66532,1720,1547,350,1342,151,2287,32,60,1590,2644,24,225
1,2725,724,0,7,0.0025688,0,1,17.9,73229,800,620,298,434,74,1820,12,17,368,654,49,72
1,5088,1360,0,12,0.0023585,0,1,35.7,28225,3793,1372,560,693,74,3062,26,45,1188,1796,136,565
1,3599,932,0,71,0.0197277,0,1,26.2,48534,1708,1129,424,1035,96,784,16,53,1615,2549,289,294
1,4763,969,0,8,0.0016796,0,1,20.5,49611,2387,1562,261,1567,94,720,19,46,2317,3838,12,116
1,4108,1220,0,257,0.0625609,0,1,18.3,48958,1574,998,741,934,122,1847,10,51,1144,1848,125,93
1,2974,1072,0,0,0,0,1,23.9,30893,2007,806,453,960,116,803,2,43,1050,1840,324,76
1,7884,2213,0,165,0.0209285,0,1,3.2,78125,2040,1948,893,3041,227,2638,58,70,1850,3394,179,97
1,4477,1329,0,13,0.0029037,0,0,7.6,85625,1075,1111,429,953,123,2832,16,17,536,854,69,40
1,4980,1480,0,25,0.0050201,0,1,11.5,76343,1726,1131,709,1287,186,2558,23,36,890,1364,70,111
1,5440,1420,0,25,0.0045956,0,1,21,52692,2096,1641,449,2330,95,1012,23,92,1888,3477,83,272
1,3301,882,0,18,0.0054529,0,1,10.1,52500,1815,815,401,1104,45,1142,8,51,951,1646,125,111
1,6017,1460,0,0,0,0,1,9.5,71994,1736,1828,433,2231,136,1093,21,92,2444,4295,89,177
1,5875,1318,0,0,0,0,1,16.9,55074,3024,1655,552,1721,174,1507,53,81,2339,3897,129,311
1,4273,990,0,327,0.076527,0,1,27,53820,2167,1117,337,1584,100,748,41,97,1703,2693,43,85
1,5480,1279,0,4,0.0007299,0,1,9.6,70518,2125,1546,452,2248,89,781,15,92,2255,3924,24,64
1,4779,1632,0,24,0.005022,0,0,4.7,123750,764,1036,726,2890,116,795,13,50,915,1629,85,25
1,4530,1458,0,18,0.0039735,0,0,4,145625,439,901,701,2479,155,989,25,24,858,1466,13,17
1,5563,1709,0,20,0.0035952,0,0,13.1,101489,1261,1317,701,1157,148,3552,20,33,653,851,45,87
1,4415,1460,0,2,0.000453,0,0,7.6,139722,779,958,780,1725,124,2040,22,8,496,729,74,50
1,7062,2296,0,1,0.0001416,0,0,7.4,126983,1074,1574,653,753,120,5665,29,23,472,547,65,142
1,4753,1289,0,26,0.0054702,0,0,16.4,108827,1264,1220,536,1045,107,3056,33,28,484,725,32,124
1,6562,1919,0,18,0.0027431,0,0,4.3,85481,1988,1603,683,1678,224,3897,30,29,704,1105,74,139
1,4839,1364,0,21,0.0043397,0,0,7.1,101944,982,1170,456,862,131,3279,38,24,505,824,28,51
1,4429,1189,0,27,0.0060962,0,0,5.4,96500,825,968,525,765,71,3049,28,24,492,643,37,84
1,5265,1562,0,223,0.0423552,0,1,17.2,58229,1940,1235,383,1527,148,2751,19,44,776,1335,57,88
1,6936,1982,0,30,0.0043253,0,0,6.5,96111,1394,1640,673,1224,158,4589,45,48,872,1275,62,66
1,2903,823,0,28,0.0096452,0,0,7,104323,608,649,365,649,36,1974,9,5,230,338,26,19
1,5346,1510,0,8,0.0014964,0,0,6.2,112917,816,1290,543,969,116,3480,28,29,724,1070,76,54
1,5263,2019,0,0,0,0,0,7.3,124028,724,1072,239,869,283,3655,2,9,445,554,88,110
1,5741,1785,0,43,0.00749,0,1,10.1,83906,1423,1219,510,889,146,4044,24,29,609,787,132,42
1,4431,1191,0,8,0.0018055,0,0,9.9,95086,1222,1090,520,903,152,2681,14,41,640,953,135,77
1,5450,1495,0,20,0.0036697,0,0,8.2,101632,1131,1292,619,1493,85,3159,31,42,640,991,82,113
1,4901,1272,0,11,0.0022444,0,1,7,72061,1350,1245,375,935,91,2751,58,24,1042,1297,50,34
1,1714,672,0,0,0,0,0,6.3,131250,234,389,302,269,28,1333,1,2,81,68,84,9
1,5092,1451,0,6,0.0011783,0,0,5,121212,771,1158,575,659,68,4007,28,3,327,345,41,66
1,5116,1502,0,2,0.0003909,0,0,2.9,133558,614,1271,538,1169,104,3326,21,9,487,590,44,37
1,3591,1056,0,11,0.0030632,0,0,4.8,118889,589,892,347,832,106,2267,17,10,359,437,7,21
0,323,106,0,0,0,0,1,29.6,92083,103,55,30,141,8,136,0,4,34,47,0,14
1,4883,1273,0,11,0.0022527,0,1,18.8,75333,1968,1287,413,1154,146,2474,26,33,1050,1550,50,174
0,4555,1337,0,7,0.0015368,0,0,6.8,122000,482,1001,474,1071,62,3002,11,21,388,509,33,82
1,4733,1316,0,5,0.0010564,0,0,7.3,102241,947,1122,518,981,167,3089,13,25,458,593,0,67
1,3672,997,0,11,0.0029956,0,1,9,75787,1093,840,490,702,143,2256,17,12,542,760,64,74
1,2373,635,0,0,0,0,0,6.5,105250,451,566,229,812,27,1157,28,27,322,497,31,30
1,9882,2637,0,2605,0.2636106,1,0,5.7,127770,860,1681,410,1757,553,5743,40,60,1729,2050,242,54
1,4418,1258,0,13,0.0029425,0,0,6.8,102368,1071,1071,410,844,139,2713,37,32,653,745,70,84
1,5924,2075,0,0,0,0,0,7.2,90586,1094,1396,587,1028,141,4118,10,21,606,600,114,47
1,5768,1654,0,8,0.001387,0,0,8.2,88438,1251,1353,673,1470,186,3197,40,30,845,1162,86,77
1,817,346,0,0,0,0,1,5.7,68646,244,150,138,528,28,111,26,1,123,209,8,0
1,2144,601,0,8,0.0037313,0,0,12.7,86346,465,549,199,836,46,361,7,28,866,1310,29,84
1,719,182,0,0,0,0,1,6.4,79000,253,339,6,426,107,49,4,8,125,165,5,14
1,5242,1751,0,10,0.0019077,0,0,6.9,90568,1039,1101,596,1962,97,2229,27,54,873,1310,77,21
1,5756,2467,0,0,0,0,0,7.5,132167,782,1052,612,1851,134,2948,29,26,768,997,130,7
1,5294,2282,0,0,0,0,0,11.5,97935,1680,814,957,3298,120,1199,40,41,596,882,87,102
1,2930,755,0,22,0.0075085,0,0,8.5,94279,387,680,364,939,83,1146,37,17,708,1081,17,41
1,9530,3962,0,10,0.0010493,0,0,6.8,147152,1298,2250,314,2384,274,6062,24,26,760,715,163,34
1,9741,3519,0,10,0.0010266,1,0,6.4,115333,2330,2179,608,2786,278,5421,32,44,1180,1498,157,135
1,3898,1950,0,19,0.0048743,0,0,3.2,153966,405,586,121,1115,86,2483,1,11,202,205,59,0
1,4083,960,0,431,0.1055596,0,0,7.2,98472,978,893,631,1345,148,1767,59,39,725,934,26,44
1,5254,2602,0,0,0,0,0,9.1,123031,708,746,78,1660,116,3114,3,15,346,440,92,15
1,6256,2321,0,0,0,0,1,8.5,63452,2421,1478,384,2410,469,2232,36,56,1053,1496,88,113
1,3027,1409,0,8,0.0026429,1,1,21.7,75594,947,508,290,1253,114,992,16,17,635,979,150,86
1,5867,2080,0,12,0.0020453,0,1,13.7,66875,2648,1449,498,2562,245,1496,37,44,1483,2439,185,202
1,4809,1452,0,1363,0.2834269,0,1,23.2,120461,1055,506,144,2927,165,1002,10,22,683,1014,91,75
1,4424,1323,0,5,0.0011302,0,1,12.9,78594,977,1119,390,1611,107,1496,88,25,1097,1639,20,76
1,4015,1420,0,5,0.0012453,0,0,4.9,119063,593,913,569,2188,114,1089,54,19,551,993,25,33
1,5940,2103,0,0,0,0,1,8.3,76625,1972,1428,486,2083,153,2278,63,47,1316,1727,88,97
1,3265,1069,0,14,0.0042879,0,0,2.5,130711,310,722,449,1574,34,1068,3,22,564,682,33,0
1,5514,2036,0,10,0.0018136,0,0,9.2,117717,1145,1182,735,2616,116,2011,38,23,710,999,154,48
1,5957,2375,0,0,0,0,0,5.8,113859,969,1244,539,1968,147,3083,13,27,719,961,174,38
1,3026,1125,0,12,0.0039656,0,0,8.1,99239,610,662,384,1543,66,962,25,4,426,751,93,44
1,6595,2637,0,5,0.0007582,0,0,5.8,104583,1329,1397,496,2914,220,2557,28,40,836,1247,93,39
1,3911,1594,0,19,0.0048581,0,0,6.4,111250,929,789,579,2448,90,796,18,18,541,804,119,38
1,3880,1254,0,1045,0.2693299,1,1,34.6,98750,1501,391,374,2448,166,677,21,25,543,755,203,43
1,5751,2295,0,47,0.0081725,0,1,20.6,86343,2561,968,452,3702,187,904,24,41,893,1397,76,88
1,3741,1513,0,8,0.0021385,0,0,12.1,125148,615,791,464,2802,42,428,11,20,438,852,76,48
1,7079,3047,0,132,0.0186467,1,0,8.2,114923,1618,1292,1068,4339,246,1601,29,38,826,1376,320,129
1,4617,1843,0,18,0.0038986,0,0,3.9,116983,556,993,535,2734,96,1143,34,13,597,881,24,52
1,4615,1701,0,26,0.0056338,0,0,4.2,109787,681,1020,748,2799,81,1237,22,31,445,671,18,97
1,3808,1540,0,0,0,0,0,7.4,122679,489,713,615,2081,81,1325,10,8,303,447,8,9
1,4699,1641,0,34,0.0072356,0,0,7.6,139500,868,1245,604,2181,84,2083,6,9,336,469,36,25
1,6959,2505,0,223,0.0320448,0,0,3.1,137473,532,1668,1125,3671,132,2622,26,25,483,584,127,9
1,6163,2418,0,0,0,0,0,8.5,94639,1686,1497,392,1719,189,3566,23,36,630,794,156,62
1,6064,2109,0,9,0.0014842,0,0,6.1,84242,1221,1544,758,2616,95,2752,17,29,555,786,15,0
1,5334,2327,0,75,0.0140607,0,1,11.6,72314,1165,881,633,2709,295,1336,63,49,882,1251,179,197
1,6388,2487,0,0,0,0,0,6.8,109271,698,1378,679,3890,244,1306,30,45,873,1250,110,49
1,4958,2071,0,0,0,0,1,12.3,78736,1805,1054,301,2183,221,1452,68,39,995,1503,16,136
1,7191,2490,0,9,0.0012516,0,1,11.6,52294,2994,1831,592,3014,503,1447,25,109,2093,2917,222,215
1,4380,1915,0,19,0.0043379,0,0,6.6,93973,1138,848,468,2386,226,875,24,54,815,1184,51,72
1,5733,2217,0,174,0.0303506,0,0,17.1,85089,1809,1243,629,3363,294,788,24,71,1193,1745,99,286
1,7710,2500,0,119,0.0154345,0,1,24.2,43026,4599,2134,516,3696,471,1142,29,60,2312,4006,123,340
1,3907,1920,0,3,0.0007679,0,0,4.6,92054,586,638,297,2938,91,420,11,19,428,615,85,81
1,6045,2631,0,8,0.0013234,1,0,10.6,93352,1449,1226,816,3788,257,985,28,54,933,1485,307,55
1,4482,1693,0,0,0,0,0,16.6,107250,1210,1032,467,2465,176,1117,36,41,647,949,89,21
1,4070,1399,0,41,0.0100737,0,0,6.9,113114,837,976,550,2681,21,966,9,16,377,485,57,49
1,7324,2566,0,12,0.0016384,0,0,2.4,131637,664,1854,833,4445,203,1927,31,27,691,873,43,0
1,3941,1528,0,9,0.0022837,0,0,5.4,98631,1351,843,403,2249,147,909,10,37,589,942,44,55
1,4453,1642,0,9,0.0020211,0,0,5.3,99740,910,1051,534,2478,162,1061,7,33,712,938,58,104
1,3954,1349,0,0,0,0,0,3.7,111528,286,1012,430,2564,88,896,11,19,376,477,6,52
1,5455,2032,0,12,0.0021998,1,0,5.3,103491,1217,1250,507,3511,243,931,15,65,690,993,170,132
1,3625,1418,0,11,0.0030345,0,0,6.5,115189,875,895,522,2574,115,543,23,23,347,518,47,75
1,5871,2247,0,62,0.0105604,0,0,3.7,124615,544,1573,743,4599,34,762,17,26,433,530,67,0
1,5237,1903,0,151,0.0288333,0,0,3.7,131902,469,1237,671,4143,59,550,32,30,423,695,45,44
1,6883,2388,0,39,0.0056661,0,0,5,117609,768,1834,818,4960,76,926,14,27,880,1319,14,49
1,3629,1346,0,0,0,0,0,2.5,163500,152,928,545,2935,10,481,4,12,187,250,8,0
1,7436,2657,0,63,0.0084723,0,0,1.9,153250,591,1955,1370,6091,38,851,15,14,427,516,131,15
1,6504,2964,0,106,0.0162977,0,0,5,210758,403,1292,1300,5728,40,455,4,22,255,337,73,0
1,2800,1017,0,93,0.0332143,0,0,7,232163,281,670,532,2455,21,186,1,2,135,117,0,33
1,2683,1298,0,1,0.0003727,0,0,12.2,130438,392,524,268,2256,17,221,8,12,169,229,52,45
1,2632,1130,0,26,0.0098784,0,0,2.3,145636,174,578,360,2003,23,414,1,8,183,213,23,9
1,4475,1873,0,0,0,0,0,2.9,170893,428,940,978,3681,18,521,1,3,251,297,9,0
1,2724,983,0,0,0,0,0,3.3,238173,225,664,530,2177,10,410,0,11,116,130,34,10
1,6555,2463,0,94,0.0143402,1,0,2.8,223171,490,1455,1718,4161,16,2105,4,12,257,238,97,0
0,2725,1018,0,75,0.0275229,0,0,7.8,159671,301,588,636,1986,9,579,4,7,140,119,24,31
1,5624,1915,0,5,0.000889,0,0,1.9,164375,215,1441,1088,2323,14,3079,6,4,198,136,24,10
1,3881,1463,0,24,0.006184,0,0,6.3,170521,441,892,632,2481,22,1134,2,4,238,282,80,15
1,5810,1989,0,1,0.0001721,0,0,1.6,181111,330,1524,1081,2486,10,3113,4,0,197,111,51,0
1,5563,1971,0,0,0,0,0,5,250000,355,1308,1034,2962,15,2351,3,9,223,142,29,15
1,4039,1362,0,0,0,0,0,2.7,195163,372,1093,511,1389,12,2504,0,5,129,113,41,0
1,6126,2054,0,0,0,0,0,1.4,194115,271,1554,942,2080,16,3841,2,6,181,109,34,0
1,7706,2741,0,232,0.0301064,1,0,3.9,159509,494,1989,1377,3356,36,3921,13,15,365,258,211,0
1,5397,2017,0,8,0.0014823,0,0,6.6,129838,770,1283,577,1810,45,3016,18,23,485,498,123,41
1,5889,1953,0,0,0,0,0,3.3,155509,385,1817,425,1137,23,4486,3,15,225,165,24,10
1,3219,1029,0,0,0,0,0,4.8,143897,291,957,303,638,5,2443,3,21,109,68,7,9
1,5508,1760,0,0,0,0,0,4.5,174960,640,1592,614,1285,22,4000,2,5,194,138,15,18
1,4828,1619,0,0,0,0,0,5.1,150066,489,1284,715,1200,18,3468,3,3,136,101,6,9
1,3367,1095,0,0,0,0,0,0.5,192083,165,898,488,1096,17,2139,6,3,106,71,54,0
1,5784,2108,0,0,0,0,0,7.7,153415,1003,1558,559,1314,40,4161,6,18,245,253,57,30
1,4460,1425,0,5,0.0011211,0,0,5.8,140676,401,1267,586,1194,7,3118,2,4,135,114,46,0
1,7377,2732,0,24,0.0032534,0,0,4.2,151444,1081,2044,964,2250,56,4687,12,10,362,255,232,29
1,2222,737,0,27,0.0121512,0,0,13.7,124844,470,613,215,804,33,1206,5,8,166,161,6,42
1,6090,2090,0,2,0.0003284,1,0,3.1,105143,720,1569,417,2024,77,3574,5,13,397,449,162,47
1,6740,2286,0,13,0.0019288,0,0,1.9,171182,428,2083,776,1947,41,4484,1,11,256,207,75,13
1,3321,1259,0,2,0.0006022,0,0,3.6,156058,195,839,335,1075,27,2065,1,1,152,142,13,0
1,7684,2793,0,15,0.0019521,0,0,4.5,133843,973,1865,1006,3691,98,3142,24,33,696,925,96,104
1,5172,1792,0,8,0.0015468,0,0,4.5,164750,403,1509,707,2335,55,2469,11,5,297,250,59,0
1,4194,1454,0,0,0,0,0,5,143681,360,1196,491,1598,56,2220,9,9,302,371,26,9
1,4410,1534,0,165,0.037415,0,0,3,193942,236,1141,856,2521,30,1657,4,6,192,197,19,9
1,2562,917,0,4,0.0015613,0,0,3.2,162647,125,659,524,1586,2,860,3,7,104,95,10,5
1,7957,2947,0,28,0.0035189,0,0,13.2,106102,1974,2001,721,3047,225,3919,19,36,711,979,124,70
1,6834,2532,0,115,0.0168276,0,0,2.3,163460,835,1824,995,3540,78,2661,13,11,531,557,93,19
1,2817,1038,0,122,0.0433085,0,0,1.4,191786,190,639,638,1752,20,861,2,3,179,107,6,0
1,6023,2291,0,6,0.0009962,0,0,2.2,158011,718,1489,842,3192,114,2202,22,14,479,494,135,58
1,6506,2754,0,81,0.01245,1,0,6.2,124250,708,1541,738,2356,101,3357,19,31,642,793,252,33
1,7701,3134,0,8,0.0010388,0,0,15.3,101085,1805,1561,615,2049,205,4282,27,41,1097,1443,340,160
1,4392,1906,0,0,0,0,0,1.7,166023,499,801,628,2024,77,1931,4,15,341,393,78,19
1,3066,1352,0,0,0,0,0,8.7,112880,597,612,167,786,84,1816,13,17,350,450,43,37
1,5322,1872,0,0,0,0,0,10.7,94271,1077,1288,582,2122,108,2175,15,27,875,1395,69,32
1,3668,1361,0,89,0.0242639,0,0,9.6,116250,646,823,481,2010,34,1143,19,14,448,719,55,64
1,3839,1756,0,3,0.0007815,0,0,4.1,104236,653,700,485,1990,71,1281,6,34,457,697,152,0
1,7572,2993,0,0,0,0,0,6.7,127991,1221,1550,593,2430,232,3888,40,44,938,1170,97,54
1,5227,2221,0,107,0.0204706,0,0,9.3,97833,924,929,240,1986,82,2232,23,44,860,1197,157,70
1,3766,1395,0,10,0.0026553,0,1,21.3,86750,1447,825,195,1637,82,1137,22,23,865,1506,101,165
1,5273,1659,0,0,0,0,0,19.6,88051,2174,1305,379,1781,112,1766,106,33,1475,2201,49,192
1,7407,2459,0,30,0.0040502,0,1,8.8,72366,2960,1828,551,3644,158,1616,57,46,1886,3507,71,253
1,4798,2235,0,0,0,0,0,1.1,128287,242,793,293,1748,120,2492,15,14,409,506,16,4
