GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_EST_VC02,HC01_EST_VC03,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC16,HC01_EST_VC17,HC01_EST_VC19,HC01_EST_VC20,HC01_EST_VC21,HC01_EST_VC23,HC01_EST_VC24,HC01_EST_VC25,HC01_EST_VC27,HC01_EST_VC28,HC01_EST_VC29,HC01_EST_VC31,HC01_EST_VC32,HC01_EST_VC33,HC01_EST_VC37,HC01_EST_VC38,HC01_EST_VC39,HC01_EST_VC40,HC01_EST_VC44,HC01_EST_VC45,HC01_EST_VC46,HC01_EST_VC47,HC01_EST_VC48,HC01_EST_VC49,HC01_EST_VC52
Id,Id2,Geography,Total; Estimate; Population 18 to 24 years,Total; Estimate; Less than high school graduate,Total; Estimate; High school graduate (includes equivalency),Total; Estimate; Some college or associate's degree,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 25 years and over,Total; Estimate; Less than 9th grade,"Total; Estimate; 9th to 12th grade, no diploma",Total; Estimate; High school graduate (includes equivalency),"Total; Estimate; Some college, no degree",Total; Estimate; Associate's degree,Total; Estimate; Bachelor's degree,Total; Estimate; Graduate or professional degree,Total; Estimate; Percent high school graduate or higher,Total; Estimate; Percent bachelor's degree or higher,Total; Estimate; Population 25 to 34 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 35 to 44 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 45 to 64 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 65 years and over,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Less than high school graduate,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - High school graduate (includes equivalency),Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Some college or associate's degree,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Bachelor's degree,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Graduate or professional degree,Total; Estimate; PERCENT IMPUTED - Educational attainment
1400000US06013327000,06013327000,"Census Tract 3270, Contra Costa County, California",789,18.8,20.4,47.9,12.9,4617,3.7,11.0,37.6,27.3,8.4,7.2,4.8,85.3,12.0,1052,78.5,4.4,828,91.3,14.1,1744,89.0,17.2,993,81.2,9.1,27.9,13.3,13.0,0.0,36194,25833,33904,40587,66875,13359,12.4
1400000US06013328000,06013328000,"Census Tract 3280, Contra Costa County, California",242,0.0,38.8,51.7,9.5,2044,9.8,10.9,18.6,30.4,5.9,13.9,10.5,79.3,24.4,325,94.8,44.0,397,86.4,14.6,610,72.0,32.3,712,74.6,14.2,0.0,5.5,5.7,9.7,32714,17275,15125,22000,46905,79167,9.1
1400000US06013329000,06013329000,"Census Tract 3290, Contra Costa County, California",584,38.9,17.8,35.1,8.2,4276,9.2,5.4,27.3,27.2,8.7,14.1,8.1,85.4,22.2,701,88.7,28.2,1252,77.0,18.2,1728,91.3,24.5,595,82.4,17.0,2.4,1.5,3.8,4.9,38880,17148,34438,38008,52829,61372,3.0
1400000US06013330000,06013330000,"Census Tract 3300, Contra Costa County, California",603,36.3,29.9,31.5,2.3,3957,10.6,12.8,24.3,20.2,7.8,15.9,8.4,76.6,24.4,1388,62.2,22.3,658,88.1,32.8,1304,84.7,24.4,607,79.9,19.9,2.7,6.1,0.6,1.7,38853,20435,36316,40848,60769,78288,3.8
1400000US06013331000,06013331000,"Census Tract 3310, Contra Costa County, California",442,30.1,15.8,50.2,3.8,4799,2.1,4.4,27.0,29.7,6.6,20.9,9.3,93.5,30.2,1319,93.5,44.2,1005,85.9,23.7,1797,99.1,27.2,678,90.0,20.8,9.6,5.2,5.5,2.2,42077,31066,30485,41549,50864,62028,3.6
1400000US06013332000,06013332000,"Census Tract 3320, Contra Costa County, California",506,13.4,41.5,43.5,1.6,5398,3.7,5.5,24.6,30.2,8.7,22.5,4.7,90.8,27.3,981,87.5,36.3,1124,89.3,11.8,2086,96.3,29.3,1207,85.3,30.8,39.8,7.2,2.9,5.8,45492,20568,37031,43807,60478,63824,1.7
1400000US06013333101,06013333101,"Census Tract 3331.01, Contra Costa County, California",387,10.3,41.9,47.8,0.0,2629,3.5,6.8,21.8,25.7,17.2,16.7,8.3,89.7,25.0,406,86.9,12.8,789,87.7,34.1,991,89.7,22.0,443,95.7,26.6,17.7,6.1,0.0,0.0,48956,27925,50850,52105,48681,49648,4.0
1400000US06013333102,06013333102,"Census Tract 3331.02, Contra Costa County, California",341,16.1,9.1,74.8,0.0,3051,3.6,3.1,22.2,23.9,9.7,25.8,11.6,93.2,37.5,669,97.5,32.1,518,96.7,71.8,1342,94.5,31.6,522,81.2,25.3,6.3,11.1,5.4,0.0,46007,27153,27778,45330,55144,65706,8.7
1400000US06013333200,06013333200,"Census Tract 3332, Contra Costa County, California",451,16.0,39.2,38.4,6.4,4069,2.5,7.7,21.7,25.1,7.9,23.4,11.7,89.8,35.1,628,88.5,34.1,1087,86.1,33.4,1584,90.2,37.2,770,95.1,33.9,32.9,0.0,2.4,1.2,49118,22354,31739,54295,66929,68357,4.9
1400000US06013334001,06013334001,"Census Tract 3340.01, Contra Costa County, California",371,21.0,50.1,28.8,0.0,2798,4.5,5.0,30.1,22.1,10.6,21.8,6.0,90.5,27.8,636,98.7,22.8,512,100.0,43.6,961,87.4,28.0,689,80.0,20.3,14.6,7.9,1.3,1.7,41793,15000,27292,46068,49146,114167,7.5
1400000US06013334004,06013334004,"Census Tract 3340.04, Contra Costa County, California",494,12.8,30.6,53.6,3.0,4950,3.2,7.7,23.0,19.3,6.9,29.1,10.8,89.1,40.0,905,84.6,40.8,972,91.7,41.7,1885,93.1,40.1,1188,84.2,37.8,29.5,10.3,9.2,2.6,48881,21579,46219,41333,62254,59327,2.6
1400000US06013334006,06013334006,"Census Tract 3340.06, Contra Costa County, California",380,18.4,25.8,43.2,12.6,3388,2.8,1.3,16.0,18.9,9.8,30.0,21.1,95.8,51.2,362,100.0,54.1,896,97.0,55.6,1551,95.7,53.3,579,91.9,36.8,25.5,10.0,6.1,1.6,55278,36979,33984,43201,76023,91208,3.3
1400000US06013334200,06013334200,"Census Tract 3342, Contra Costa County, California",303,12.2,36.6,39.9,11.2,4880,1.7,1.9,10.9,19.6,7.3,37.5,21.1,96.4,58.6,259,97.3,84.6,1076,99.3,70.1,2164,99.2,61.8,1381,89.6,39.8,11.6,8.8,4.4,1.0,75450,-,22174,65966,91500,95031,2.7
1400000US06013335000,06013335000,"Census Tract 3350, Contra Costa County, California",501,14.8,28.3,40.7,16.2,2440,10.2,4.1,22.1,28.6,8.6,16.6,9.8,85.7,26.4,469,74.6,19.6,558,95.9,24.4,1017,89.2,30.0,396,75.8,28.3,17.0,5.7,2.1,1.2,43053,26773,35069,42311,49205,67857,1.3
1400000US06013336101,06013336101,"Census Tract 3361.01, Contra Costa County, California",579,24.4,45.4,22.1,8.1,2406,17.1,15.8,25.9,20.2,5.6,10.4,5.0,67.1,15.4,994,60.6,18.3,482,57.1,7.3,787,84.0,17.2,143,53.8,13.3,30.7,8.5,9.4,0.0,21219,17827,21174,21798,37500,54837,5.2
1400000US06013336102,06013336102,"Census Tract 3361.02, Contra Costa County, California",854,32.7,42.9,20.1,4.3,4476,18.5,9.0,36.1,12.6,5.0,12.1,6.6,72.5,18.7,2065,69.2,15.7,1142,71.1,22.4,1090,79.2,20.5,179,79.3,19.0,26.7,13.0,14.2,7.9,23027,16263,20188,39362,42955,40833,11.0
1400000US06013336201,06013336201,"Census Tract 3362.01, Contra Costa County, California",563,55.2,10.7,34.1,0.0,2239,14.2,7.1,22.1,34.0,6.4,12.7,3.4,78.6,16.1,566,91.2,29.3,563,63.6,16.7,773,85.4,6.3,337,67.1,15.4,9.4,7.1,0.0,0.0,31821,23661,35064,32267,32421,76579,9.5
1400000US06013336202,06013336202,"Census Tract 3362.02, Contra Costa County, California",771,55.9,35.1,8.9,0.0,2991,34.4,20.5,18.8,15.8,3.3,4.0,3.1,45.1,7.2,1255,50.2,4.5,739,39.0,11.5,800,40.1,7.6,197,55.8,5.6,25.3,27.8,21.8,33.6,18682,16652,20302,26887,36250,11146,13.9
1400000US06013337100,06013337100,"Census Tract 3371, Contra Costa County, California",195,10.8,20.0,61.0,8.2,2079,2.3,1.8,17.0,20.4,7.1,32.4,19.0,95.9,51.4,356,100.0,67.7,293,98.0,54.9,1095,94.0,48.1,335,95.8,41.5,0.0,0.0,0.0,5.0,61213,15179,39615,37321,87639,69222,4.9
1400000US06013337200,06013337200,"Census Tract 3372, Contra Costa County, California",347,23.9,34.0,37.8,4.3,5281,3.8,6.7,24.7,22.8,8.3,23.3,10.4,89.5,33.7,1020,86.1,34.4,1051,93.0,37.2,2170,91.8,36.3,1040,84.5,24.3,29.3,15.1,7.6,6.9,40013,6932,33125,37725,52733,74680,4.1
1400000US06013337300,06013337300,"Census Tract 3373, Contra Costa County, California",474,12.2,12.4,46.8,28.5,4283,2.0,1.4,13.2,19.5,9.0,30.9,24.1,96.7,55.0,396,86.9,54.5,784,97.4,65.7,2033,99.4,57.4,1070,94.6,42.8,0.0,8.0,3.9,1.6,70434,11181,42266,52962,91838,96076,2.7
1400000US06013338101,06013338101,"Census Tract 3381.01, Contra Costa County, California",378,12.7,39.2,33.6,14.6,2679,10.3,6.2,13.1,28.4,11.6,24.5,5.9,83.5,30.4,528,89.8,37.9,698,73.2,24.8,1104,88.9,34.8,349,77.9,16.3,35.6,20.7,11.8,6.8,32593,14803,35326,34583,27298,40375,6.9
1400000US06013338102,06013338102,"Census Tract 3381.02, Contra Costa County, California",206,26.2,25.7,45.1,2.9,2694,1.9,2.9,15.6,28.4,4.4,33.0,13.9,95.3,46.8,422,100.0,54.5,545,100.0,52.1,1353,93.7,53.1,374,88.8,7.8,0.0,6.4,0.0,5.7,49357,25074,37652,32261,71505,71532,7.3
1400000US06013338201,06013338201,"Census Tract 3382.01, Contra Costa County, California",179,0.0,35.8,50.8,13.4,2769,4.8,2.6,12.8,21.6,5.9,33.9,18.5,92.6,52.4,237,100.0,46.8,706,95.2,66.9,1082,89.0,47.3,744,93.0,47.7,23.9,7.1,0.0,1.8,61616,27333,53929,61845,57451,100417,0.8
1400000US06013338203,06013338203,"Census Tract 3382.03, Contra Costa County, California",415,0.0,10.6,25.8,63.6,3882,1.6,0.4,11.4,12.4,13.8,34.4,25.9,97.9,60.3,1276,97.3,70.9,886,98.4,64.2,1381,97.8,52.1,339,100.0,43.1,0.0,9.5,7.9,3.8,60717,180179,47768,43202,69359,76483,1.5
1400000US06013338204,06013338204,"Census Tract 3382.04, Contra Costa County, California",149,0.0,21.5,42.3,36.2,4278,0.3,0.9,6.6,15.7,6.5,41.4,28.5,98.8,70.0,657,100.0,81.3,973,100.0,71.1,1682,98.5,74.6,966,97.5,53.1,0.0,4.9,7.0,1.9,59769,26250,25329,40065,62500,81268,1.7
1400000US06013338301,06013338301,"Census Tract 3383.01, Contra Costa County, California",150,26.7,22.7,44.0,6.7,1965,0.5,1.0,5.5,16.5,3.2,41.4,31.9,98.6,73.3,86,100.0,53.5,382,100.0,83.2,870,96.8,72.2,627,100.0,71.5,0.0,0.0,10.3,0.0,95326,-,53000,31711,84375,132813,2.3
1400000US06013338302,06013338302,"Census Tract 3383.02, Contra Costa County, California",216,23.6,21.3,55.1,0.0,4061,0.0,0.3,10.5,17.7,5.9,34.9,30.7,99.7,65.6,271,100.0,43.2,706,100.0,75.5,1979,99.3,70.4,1105,100.0,56.1,0.0,6.8,2.6,0.8,70337,-,38750,39554,67679,111250,1.5
1400000US06013339001,06013339001,"Census Tract 3390.01, Contra Costa County, California",358,23.2,24.6,29.1,23.2,2844,3.3,3.2,26.8,16.2,6.6,34.5,9.3,93.5,43.8,1167,93.6,41.6,575,97.4,57.7,768,89.7,42.1,334,95.2,31.4,4.3,23.5,22.5,17.9,35536,18566,26271,38333,36795,93947,2.7
1400000US06013339002,06013339002,"Census Tract 3390.02, Contra Costa County, California",486,6.2,15.0,32.7,46.1,3977,4.2,2.1,14.9,17.0,4.3,36.7,20.8,93.7,57.5,1347,92.1,56.7,819,93.4,55.9,1277,98.6,70.5,534,86.1,31.1,0.0,0.0,9.0,4.4,48254,21250,38646,31803,71433,89929,1.2
1400000US06013340001,06013340001,"Census Tract 3400.01, Contra Costa County, California",494,0.0,20.6,63.8,15.6,3918,2.6,1.2,14.4,22.7,11.9,30.7,16.5,96.2,47.2,821,96.0,46.5,819,98.5,48.6,1567,97.4,48.9,711,91.3,42.8,17.6,11.7,2.8,5.5,46815,7067,21176,43672,60833,88667,0.0
1400000US06013340002,06013340002,"Census Tract 3400.02, Contra Costa County, California",416,23.8,27.4,32.2,16.6,5138,1.5,1.2,7.7,23.2,7.6,33.3,25.5,97.3,58.7,705,97.0,73.2,873,94.0,50.7,2579,99.8,59.2,981,93.7,54.1,0.0,7.6,1.4,1.7,62083,62957,43720,42362,71491,86652,3.3
1400000US06013341000,06013341000,"Census Tract 3410, Contra Costa County, California",377,2.1,38.5,59.4,0.0,3556,0.0,5.3,11.5,17.0,8.3,33.4,24.6,94.7,57.9,733,98.8,67.3,694,100.0,71.9,1525,91.9,50.7,604,90.6,48.8,13.8,0.0,0.0,1.0,54701,11658,29850,43299,64904,84155,3.6
1400000US06013343001,06013343001,"Census Tract 3430.01, Contra Costa County, California",403,12.2,33.5,32.8,21.6,3522,0.4,2.2,14.3,21.3,4.4,32.2,25.2,97.5,57.4,899,100.0,60.1,583,97.8,52.3,1374,100.0,62.2,666,88.6,48.3,0.0,11.5,0.0,4.0,49494,-,26477,37500,70703,84875,0.4
1400000US06013343002,06013343002,"Census Tract 3430.02, Contra Costa County, California",426,0.0,27.9,42.0,30.0,3721,0.9,0.6,17.8,17.2,8.7,27.7,27.0,98.4,54.7,341,100.0,51.3,663,100.0,66.1,1507,99.2,63.4,1210,96.2,38.7,0.0,15.5,5.3,0.0,66917,-,49500,54091,108750,69028,9.2
1400000US06013343003,06013343003,"Census Tract 3430.03, Contra Costa County, California",129,11.6,47.3,41.1,0.0,2793,0.6,1.4,9.4,15.2,7.6,40.5,25.3,98.0,65.8,178,100.0,84.8,599,98.7,81.1,1511,99.6,67.0,505,91.5,37.4,0.0,0.0,3.0,1.6,66250,4688,32875,47903,68958,87255,0.5
1400000US06013345101,06013345101,"Census Tract 3451.01, Contra Costa County, California",383,12.5,36.0,42.8,8.6,3637,0.4,3.1,16.7,24.4,7.1,36.5,11.7,96.5,48.3,532,97.9,64.7,972,98.7,50.6,1618,95.9,48.6,515,92.4,26.0,0.0,0.0,0.6,2.4,55510,27955,79394,52575,58846,74639,2.4
1400000US06013345102,06013345102,"Census Tract 3451.02, Contra Costa County, California",333,10.2,38.4,42.9,8.4,2759,2.4,2.1,20.0,22.5,9.8,26.7,16.5,95.5,43.2,365,92.1,50.1,747,99.5,45.0,1264,96.4,42.5,383,87.7,35.2,0.0,2.0,0.9,1.3,65500,29342,39565,66328,77050,100167,3.4
1400000US06013345103,06013345103,"Census Tract 3451.03, Contra Costa County, California",512,8.4,22.5,69.1,0.0,3697,2.8,3.2,14.8,27.1,11.0,26.3,14.7,94.0,41.1,524,85.1,25.0,696,100.0,72.4,1614,96.3,42.7,863,90.2,22.5,0.0,0.0,0.7,1.5,73351,20954,78333,65635,89474,78563,5.7
1400000US06013345105,06013345105,"Census Tract 3451.05, Contra Costa County, California",233,6.0,26.2,56.2,11.6,4040,1.1,0.9,10.6,18.7,7.2,41.7,19.8,98.0,61.5,461,100.0,73.1,911,100.0,76.8,1872,99.6,60.4,796,90.8,39.7,21.0,10.5,7.0,0.0,72500,-,7446,42401,85052,86042,4.5
1400000US06013345108,06013345108,"Census Tract 3451.08, Contra Costa County, California",261,9.2,33.0,28.4,29.5,5325,0.8,0.0,10.3,15.7,6.7,39.2,27.3,99.2,66.5,843,98.2,77.6,1369,100.0,80.9,2455,100.0,59.1,658,95.7,49.8,34.9,10.9,5.3,2.4,80903,-,63750,51823,81789,112675,1.3
1400000US06013345111,06013345111,"Census Tract 3451.11, Contra Costa County, California",440,6.6,19.5,33.9,40.0,3751,2.5,3.6,10.7,17.7,9.9,38.6,17.0,93.9,55.6,993,81.6,53.5,1066,95.8,74.3,1364,100.0,49.8,328,100.0,25.6,0.0,0.0,0.0,1.5,67776,14906,60893,61667,70863,102950,8.2
1400000US06013345112,06013345112,"Census Tract 3451.12, Contra Costa County, California",172,0.0,9.3,76.2,14.5,3803,1.5,1.0,11.3,21.2,10.0,37.2,17.9,97.5,55.0,789,100.0,61.9,1098,100.0,71.9,1573,95.6,44.5,343,92.4,33.8,0.0,19.6,6.7,1.4,66506,29676,39917,45171,73090,114760,0.7
1400000US06013345113,06013345113,"Census Tract 3451.13, Contra Costa County, California",206,13.6,21.8,50.0,14.6,2695,0.3,0.0,7.2,9.9,9.4,44.0,29.2,99.7,73.2,168,100.0,100.0,592,100.0,79.9,1679,100.0,75.4,256,96.5,25.8,0.0,0.0,7.3,6.0,105804,-,20192,75833,117208,120926,1.7
1400000US06013345114,06013345114,"Census Tract 3451.14, Contra Costa County, California",215,14.4,8.4,60.9,16.3,4485,0.0,1.0,5.3,21.6,9.9,41.4,20.7,99.0,62.1,337,100.0,64.1,663,100.0,70.3,2234,100.0,69.4,1251,96.4,44.0,24.4,9.6,3.6,1.8,85362,-,50441,56613,100568,101410,2.0
1400000US06013345115,06013345115,"Census Tract 3451.15, Contra Costa County, California",382,28.0,20.9,27.5,23.6,3385,0.0,0.9,7.1,19.2,9.9,38.1,24.8,99.1,63.0,277,100.0,60.6,866,100.0,68.2,1945,99.1,63.7,297,96.0,44.8,0.0,0.0,0.0,0.7,79358,104632,61397,56310,103365,122109,1.8
1400000US06013345116,06013345116,"Census Tract 3451.16, Contra Costa County, California",138,0.0,39.9,44.2,15.9,2083,0.0,3.4,13.2,18.9,8.2,40.7,15.8,96.6,56.5,222,100.0,44.1,683,99.3,63.3,1034,95.6,60.3,144,86.8,16.0,0.0,0.0,0.0,1.3,69943,"2,500-",57604,55833,98719,81989,2.7
1400000US06013345202,06013345202,"Census Tract 3452.02, Contra Costa County, California",561,11.6,26.6,44.2,17.6,5490,2.0,0.3,7.2,26.4,8.3,35.3,20.6,97.7,55.9,1336,100.0,47.8,1692,98.8,60.5,1793,97.1,62.5,669,92.2,43.0,59.2,8.1,1.8,0.2,63444,5109,46842,48963,77578,86089,2.6
1400000US06013345203,06013345203,"Census Tract 3452.03, Contra Costa County, California",254,15.0,26.4,44.5,14.2,4538,2.2,2.8,13.3,19.8,6.1,39.4,16.5,95.1,55.9,635,98.3,83.6,785,94.0,72.6,1953,97.2,51.8,1165,90.5,36.4,32.1,1.6,0.0,3.2,66050,31875,43451,62260,71375,116094,0.4
1400000US06013345204,06013345204,"Census Tract 3452.04, Contra Costa County, California",246,4.1,14.2,36.6,45.1,2481,0.0,0.0,9.9,20.6,6.3,35.8,27.3,100.0,63.2,137,100.0,10.9,497,100.0,84.5,1304,100.0,63.0,543,100.0,57.3,-,0.0,18.7,4.9,75625,-,22366,41196,63696,109408,2.1
1400000US06013346101,06013346101,"Census Tract 3461.01, Contra Costa County, California",178,6.7,20.8,59.6,12.9,2493,0.0,2.3,4.7,14.4,4.5,43.3,30.8,97.7,74.1,97,90.7,80.4,458,98.5,89.1,1308,100.0,77.9,630,93.3,54.3,0.0,7.8,1.9,0.6,77224,22222,9722,46250,75529,104091,3.3
1400000US06013346102,06013346102,"Census Tract 3461.02, Contra Costa County, California",324,13.3,25.6,46.6,14.5,3954,2.0,0.9,5.5,13.1,4.4,45.9,28.2,97.1,74.1,240,82.1,61.7,713,93.0,72.4,2124,100.0,80.5,877,97.4,63.2,19.8,19.7,1.7,1.6,75189,19797,37500,49907,87169,101795,7.4
1400000US06013346201,06013346201,"Census Tract 3462.01, Contra Costa County, California",296,15.5,30.7,47.0,6.8,5248,1.4,1.2,13.3,18.7,6.1,37.9,21.3,97.4,59.2,202,100.0,48.5,1137,100.0,72.2,2575,100.0,65.5,1334,89.8,37.8,21.3,1.1,1.8,1.5,86250,-,61275,35000,101827,134018,5.8
1400000US06013346203,06013346203,"Census Tract 3462.03, Contra Costa County, California",168,28.6,28.6,42.9,0.0,2732,0.5,0.5,8.7,22.7,4.8,40.7,22.1,99.0,62.8,190,100.0,94.7,487,100.0,56.5,1450,100.0,65.9,605,95.7,50.4,0.0,5.9,11.3,1.5,54818,-,8661,29333,74333,89000,1.0
1400000US06013346204,06013346204,"Census Tract 3462.04, Contra Costa County, California",433,8.8,26.6,50.8,13.9,4568,0.0,1.1,4.7,13.6,6.1,40.8,33.8,98.9,74.6,293,100.0,74.4,1096,98.9,76.6,2645,98.6,75.8,534,100.0,64.6,64.0,2.3,3.2,2.7,97319,"2,500-",67250,70074,92063,135000,0.5
1400000US06013347000,06013347000,"Census Tract 3470, Contra Costa County, California",274,0.0,16.8,48.5,34.7,4238,0.3,1.6,6.4,14.0,10.0,34.2,33.5,98.1,67.7,320,100.0,56.3,742,100.0,82.7,2250,98.1,69.1,926,96.0,56.2,15.0,0.0,2.2,1.6,100266,-,41250,27456,121875,130160,0.7
1400000US06013348000,06013348000,"Census Tract 3480, Contra Costa County, California",183,6.6,14.2,57.4,21.9,3180,0.3,3.1,6.6,9.9,4.6,40.9,34.6,96.6,75.5,193,100.0,64.8,530,100.0,92.8,1675,96.0,77.6,782,94.6,62.0,8.3,0.0,0.0,3.2,78438,29338,53438,33750,77361,109554,3.8
1400000US06013349000,06013349000,"Census Tract 3490, Contra Costa County, California",299,0.0,12.7,61.9,25.4,3130,0.3,3.8,8.4,12.7,4.4,46.0,24.3,95.9,70.3,475,100.0,91.2,700,98.1,84.0,1302,95.2,63.3,653,91.9,54.5,0.0,5.7,10.8,2.0,64255,11583,39375,62768,55500,94777,1.8
1400000US06013350000,06013350000,"Census Tract 3500, Contra Costa County, California",188,0.0,38.3,36.2,25.5,3843,0.4,2.2,6.7,14.9,6.5,40.6,28.7,97.4,69.3,494,100.0,66.6,847,93.4,69.4,1749,98.3,72.6,753,98.1,63.6,0.0,5.5,3.4,3.1,66063,100366,26481,46786,59336,99167,2.0
1400000US06013351101,06013351101,"Census Tract 3511.01, Contra Costa County, California",0,-,-,-,-,2774,1.6,1.4,17.7,23.5,6.2,34.5,15.0,97.0,49.5,13,100.0,0.0,13,100.0,100.0,421,100.0,46.3,2327,96.4,50.1,16.9,5.7,1.7,0.0,36979,-,-,9349,64000,100192,1.0
1400000US06013351102,06013351102,"Census Tract 3511.02, Contra Costa County, California",0,-,-,-,-,3572,0.8,3.1,19.7,23.2,6.2,26.9,20.1,96.1,47.0,67,100.0,100.0,0,-,-,434,100.0,55.8,3071,95.4,44.6,27.0,1.9,4.8,1.5,30250,-,35104,31600,20078,66000,1.5
1400000US06013351103,06013351103,"Census Tract 3511.03, Contra Costa County, California",0,-,-,-,-,1946,0.0,2.8,16.5,19.9,3.6,36.2,21.0,97.2,57.2,0,-,-,0,-,-,161,100.0,82.6,1785,97.0,54.9,0.0,0.0,0.0,2.6,54875,-,-,105313,57031,40962,2.9
1400000US06013351200,06013351200,"Census Tract 3512, Contra Costa County, California",377,3.4,26.0,63.7,6.9,3797,1.7,1.7,10.7,11.9,5.5,39.6,28.9,96.6,68.5,236,100.0,80.5,683,100.0,73.9,1903,95.8,72.5,975,95.0,54.2,0.0,5.4,2.6,0.5,76297,-,32857,46935,80050,99630,1.4
1400000US06013352101,06013352101,"Census Tract 3521.01, Contra Costa County, California",2103,0.6,20.2,76.0,3.2,1574,0.0,0.6,6.9,11.5,5.3,41.0,34.7,99.4,75.7,137,100.0,46.0,205,100.0,83.4,782,100.0,80.6,450,98.0,72.9,0.0,27.5,3.3,5.2,74783,-,6625,17067,112321,109028,6.4
1400000US06013352102,06013352102,"Census Tract 3521.02, Contra Costa County, California",120,45.8,15.8,30.0,8.3,3318,0.4,0.7,5.7,8.5,8.3,39.4,37.0,98.9,76.4,127,100.0,82.7,653,100.0,90.8,1647,99.1,79.2,891,97.5,59.6,0.0,0.0,2.9,0.0,80673,-,105500,36316,71250,121906,2.2
1400000US06013352201,06013352201,"Census Tract 3522.01, Contra Costa County, California",414,9.7,34.1,40.8,15.5,3741,1.6,3.4,4.9,12.5,5.8,38.9,32.8,94.9,71.7,327,100.0,82.0,826,95.9,86.8,1671,95.8,66.2,917,90.8,64.7,6.9,5.4,0.0,4.7,61768,52212,17443,42125,50977,101563,2.5
1400000US06013352202,06013352202,"Census Tract 3522.02, Contra Costa County, California",221,10.9,20.8,60.2,8.1,1580,0.0,0.1,7.2,18.0,3.5,43.4,27.8,99.9,71.2,46,100.0,91.3,254,100.0,64.2,788,99.7,74.6,492,100.0,67.5,0.0,0.0,2.1,2.4,64907,-,48125,38750,80326,102222,1.9
1400000US06013353001,06013353001,"Census Tract 3530.01, Contra Costa County, California",235,3.8,37.9,37.9,20.4,2337,0.0,0.8,5.4,11.7,3.6,33.2,45.3,99.2,78.5,149,100.0,71.8,545,100.0,92.5,1173,98.4,77.3,470,100.0,67.4,0.0,0.0,3.9,2.7,93125,175521,26731,32067,83523,124792,0.6
1400000US06013353002,06013353002,"Census Tract 3530.02, Contra Costa County, California",195,26.2,28.2,30.8,14.9,2810,1.4,0.0,7.6,13.2,2.3,33.8,41.6,98.6,75.5,318,100.0,71.7,389,89.7,66.3,1403,100.0,80.1,700,100.0,73.0,0.0,10.7,2.3,0.4,80706,-,50682,28750,85625,118875,1.8
1400000US06013354001,06013354001,"Census Tract 3540.01, Contra Costa County, California",71,0.0,29.6,36.6,33.8,1153,0.0,0.0,8.3,14.7,4.8,23.1,49.1,100.0,72.2,73,100.0,61.6,265,100.0,82.6,592,100.0,68.1,223,100.0,74.0,-,11.5,4.0,0.0,81094,-,63333,53125,87417,124219,1.7
1400000US06013354002,06013354002,"Census Tract 3540.02, Contra Costa County, California",242,0.0,11.2,50.0,38.8,4642,1.0,1.1,4.4,8.9,4.2,44.0,36.3,97.8,80.3,219,100.0,83.1,690,97.0,83.3,2276,98.0,85.4,1457,97.7,70.5,21.9,0.0,0.0,2.9,103232,-,55341,16161,83589,164671,1.1
