GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_EST_VC02,HC01_EST_VC03,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC16,HC01_EST_VC17,HC01_EST_VC19,HC01_EST_VC20,HC01_EST_VC21,HC01_EST_VC23,HC01_EST_VC24,HC01_EST_VC25,HC01_EST_VC27,HC01_EST_VC28,HC01_EST_VC29,HC01_EST_VC31,HC01_EST_VC32,HC01_EST_VC33,HC01_EST_VC37,HC01_EST_VC38,HC01_EST_VC39,HC01_EST_VC40,HC01_EST_VC44,HC01_EST_VC45,HC01_EST_VC46,HC01_EST_VC47,HC01_EST_VC48,HC01_EST_VC49,HC01_EST_VC52
Id,Id2,Geography,Total; Estimate; Population 18 to 24 years,Total; Estimate; Less than high school graduate,Total; Estimate; High school graduate (includes equivalency),Total; Estimate; Some college or associate's degree,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 25 years and over,Total; Estimate; Less than 9th grade,"Total; Estimate; 9th to 12th grade, no diploma",Total; Estimate; High school graduate (includes equivalency),"Total; Estimate; Some college, no degree",Total; Estimate; Associate's degree,Total; Estimate; Bachelor's degree,Total; Estimate; Graduate or professional degree,Total; Estimate; Percent high school graduate or higher,Total; Estimate; Percent bachelor's degree or higher,Total; Estimate; Population 25 to 34 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 35 to 44 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 45 to 64 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 65 years and over,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Less than high school graduate,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - High school graduate (includes equivalency),Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Some college or associate's degree,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Bachelor's degree,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Graduate or professional degree,Total; Estimate; PERCENT IMPUTED - Educational attainment
1400000US06037900104,06037900104,"Census Tract 9001.04, Los Angeles County, California",691,14.8,32.9,47.8,4.6,3462,20.7,12.4,26.3,20.8,3.4,11.1,5.4,66.9,16.5,679,70.1,3.4,668,45.4,6.0,1668,82.2,28.1,447,37.4,8.9,28.6,14.0,9.3,25.4,26142,22847,19352,36418,27344,102500,6.4
1400000US06037900201,06037900201,"Census Tract 9002.01, Los Angeles County, California",91,24.2,50.5,25.3,0.0,768,7.2,28.9,25.0,16.3,8.6,7.3,6.8,63.9,14.1,118,90.7,28.8,116,51.7,0.0,357,63.6,12.9,177,54.8,15.8,3.2,13.0,0.0,0.0,31250,13170,34167,36250,16250,65104,1.6
1400000US06037900300,06037900300,"Census Tract 9003, Los Angeles County, California",203,15.8,50.7,33.5,0.0,2052,5.1,7.6,34.4,31.9,9.7,8.9,2.4,87.3,11.4,431,99.3,13.5,281,81.9,6.4,826,91.2,16.0,514,74.1,4.9,7.3,34.5,14.5,0.0,36834,20859,28214,42381,52167,66250,5.3
1400000US06037900501,06037900501,"Census Tract 9005.01, Los Angeles County, California",793,22.4,30.1,45.5,1.9,3776,10.0,15.6,33.3,23.4,8.3,7.7,1.7,74.4,9.3,743,78.1,0.3,1047,70.7,11.5,1371,70.8,10.8,615,84.6,13.5,23.7,28.0,10.7,8.2,28750,19085,24286,33246,34813,63125,2.6
1400000US06037900504,06037900504,"Census Tract 9005.04, Los Angeles County, California",685,18.5,36.5,39.9,5.1,2820,5.5,13.9,33.1,25.6,6.3,11.3,4.4,80.6,15.7,591,89.3,14.6,813,86.0,8.9,1157,75.2,21.3,259,68.0,14.3,23.0,1.1,8.7,8.1,37500,22000,33107,40709,46781,71389,2.1
1400000US06037900505,06037900505,"Census Tract 9005.05, Los Angeles County, California",328,24.1,43.3,17.7,14.9,2658,2.4,11.9,34.5,27.9,9.5,9.6,4.2,85.7,13.8,676,85.9,2.5,624,85.9,0.0,1087,88.8,28.6,271,72.7,14.0,23.2,30.5,9.3,20.8,44272,25179,50038,37115,53886,80192,11.6
1400000US06037900506,06037900506,"Census Tract 9005.06, Los Angeles County, California",589,30.2,26.3,43.5,0.0,2256,6.2,15.4,45.0,17.9,6.3,7.0,2.2,78.5,9.2,487,84.8,11.9,655,76.6,0.0,842,74.0,6.3,272,85.3,35.3,15.0,10.0,11.9,10.6,35441,25161,37228,38209,43750,-,0.5
1400000US06037900507,06037900507,"Census Tract 9005.07, Los Angeles County, California",803,16.6,38.6,42.0,2.9,3531,2.5,11.9,43.4,23.5,8.7,8.0,2.0,85.6,10.0,785,86.4,9.3,784,75.3,18.2,1464,88.9,6.9,498,91.2,7.0,33.7,18.9,22.8,11.6,32061,16688,32587,30208,51806,70234,2.1
1400000US06037900508,06037900508,"Census Tract 9005.08, Los Angeles County, California",363,9.4,5.5,67.8,17.4,1673,5.5,17.3,18.8,29.3,7.2,19.0,2.9,77.2,21.9,318,100.0,50.3,431,77.3,16.2,660,78.6,20.6,264,45.8,0.0,42.9,9.9,2.5,0.0,47091,26875,40481,47391,60750,61184,9.1
1400000US06037900602,06037900602,"Census Tract 9006.02, Los Angeles County, California",504,18.3,30.2,51.6,0.0,3163,21.8,15.8,35.1,15.9,5.2,4.1,2.0,62.4,6.2,794,75.7,5.3,856,66.6,1.1,1118,52.2,8.9,395,55.4,11.4,38.4,25.5,24.6,17.9,21906,20110,22782,22768,13472,30323,2.8
1400000US06037900605,06037900605,"Census Tract 9006.05, Los Angeles County, California",492,43.5,33.9,17.7,4.9,3570,6.7,12.8,38.1,24.0,10.9,6.1,1.5,80.5,7.5,1018,80.1,2.4,732,84.6,15.4,1253,78.9,6.3,567,79.9,9.2,37.0,27.9,8.2,5.6,28571,19221,24299,33716,52279,88125,5.1
1400000US06037900606,06037900606,"Census Tract 9006.06, Los Angeles County, California",304,48.0,12.5,39.5,0.0,2310,8.1,21.4,27.4,27.6,4.5,8.1,2.9,70.5,11.0,730,57.8,3.2,661,69.9,12.9,557,87.3,14.0,362,71.3,19.1,33.4,16.9,11.6,16.5,28590,21157,37361,27708,35795,16169,4.9
1400000US06037900607,06037900607,"Census Tract 9006.07, Los Angeles County, California",438,32.6,26.5,40.9,0.0,2240,11.8,8.0,41.9,18.4,10.6,6.4,2.9,80.2,9.3,505,68.5,0.0,710,81.5,9.0,697,82.2,12.2,328,90.9,18.0,46.2,31.3,18.3,20.2,32846,25833,35450,29600,33939,36635,0.8
1400000US06037900608,06037900608,"Census Tract 9006.08, Los Angeles County, California",341,53.1,15.2,19.4,12.3,2012,3.3,15.5,34.0,19.9,10.2,11.6,5.6,81.3,17.1,385,100.0,11.7,399,58.9,16.5,838,91.3,23.4,390,64.1,9.7,34.0,6.7,22.0,5.8,40766,18295,55219,42159,37139,44781,1.1
1400000US06037900609,06037900609,"Census Tract 9006.09, Los Angeles County, California",474,23.4,48.7,27.8,0.0,2756,11.1,11.4,35.8,17.8,8.7,10.1,5.1,77.4,15.1,919,86.3,13.1,511,71.8,17.8,1043,71.1,17.7,283,82.0,7.4,43.9,28.2,15.5,24.7,27123,18646,23802,31531,16757,58750,1.6
1400000US06037900701,06037900701,"Census Tract 9007.01, Los Angeles County, California",395,17.5,20.0,62.5,0.0,2983,12.4,14.6,34.0,22.5,8.0,6.9,1.6,73.0,8.5,537,65.2,3.9,673,79.0,9.5,1179,69.4,10.9,594,80.6,6.7,17.5,31.8,7.6,10.6,25194,20199,21313,37935,27356,44792,0.7
1400000US06037900703,06037900703,"Census Tract 9007.03, Los Angeles County, California",426,15.3,25.4,40.1,19.2,2583,7.0,13.4,23.1,29.7,8.2,12.8,5.8,79.6,18.6,723,89.8,23.4,351,67.0,14.2,888,80.6,22.6,621,73.4,9.7,34.3,12.7,8.6,5.3,32400,27266,28563,31720,55417,110583,3.9
1400000US06037900704,06037900704,"Census Tract 9007.04, Los Angeles County, California",508,15.6,27.6,50.2,6.7,1592,4.2,8.5,33.5,25.8,7.2,17.4,3.4,87.2,20.8,677,88.9,21.3,276,96.4,8.7,532,81.8,27.1,107,80.4,17.8,36.9,22.7,21.4,12.7,26091,18810,26728,30114,30417,17059,4.5
1400000US06037900705,06037900705,"Census Tract 9007.05, Los Angeles County, California",654,7.0,22.2,70.8,0.0,2880,4.6,13.4,19.0,30.3,10.5,16.3,5.9,82.0,22.2,897,76.8,19.8,245,68.2,24.1,1161,86.3,20.9,577,87.3,27.7,30.3,22.4,8.7,17.2,34519,25136,29327,39413,60827,111167,1.8
1400000US06037900803,06037900803,"Census Tract 9008.03, Los Angeles County, California",883,14.5,25.3,54.7,5.5,5079,13.5,11.7,21.6,26.9,10.3,12.9,3.2,74.8,16.0,1094,87.1,22.4,1547,76.7,12.7,1853,70.4,18.7,585,60.9,4.6,14.9,4.6,7.9,1.8,36335,22375,35601,35038,51094,52788,3.2
1400000US06037900804,06037900804,"Census Tract 9008.04, Los Angeles County, California",304,23.4,44.4,32.2,0.0,1755,16.8,13.6,36.2,23.1,6.6,1.9,1.8,69.6,3.7,465,76.1,0.0,514,77.6,8.0,542,62.9,2.2,234,54.3,5.1,45.3,27.5,31.2,18.5,18228,14844,20697,18990,7292,-,1.8
1400000US06037900805,06037900805,"Census Tract 9008.05, Los Angeles County, California",390,20.5,44.1,35.4,0.0,3355,6.0,8.1,35.3,33.5,7.5,5.5,4.1,85.9,9.6,335,85.1,8.7,568,84.5,3.9,1160,91.4,10.0,1292,81.7,11.9,11.1,20.0,14.1,4.6,31500,35294,26914,31299,17417,54722,5.0
1400000US06037900806,06037900806,"Census Tract 9008.06, Los Angeles County, California",240,20.0,33.3,44.6,2.1,2005,11.9,18.3,19.0,27.8,6.5,9.3,7.2,69.8,16.6,536,86.8,17.2,208,71.6,17.8,622,67.5,8.8,639,57.3,23.2,25.3,24.7,44.0,17.8,22218,17292,36875,21152,46705,24821,8.2
1400000US06037900900,06037900900,"Census Tract 9009, Los Angeles County, California",299,6.4,35.8,45.8,12.0,2256,2.2,5.5,26.3,29.2,14.8,14.9,7.1,92.3,22.0,332,94.3,40.1,471,97.0,15.5,1065,93.1,22.5,388,83.0,12.9,16.8,11.1,6.0,2.0,49868,32750,51268,43897,63409,96063,3.0
1400000US06037901003,06037901003,"Census Tract 9010.03, Los Angeles County, California",673,73.7,21.4,4.9,0.0,3597,9.9,38.4,27.7,16.4,5.5,2.0,0.1,51.7,2.1,1216,44.4,1.6,1265,55.4,0.7,1065,54.6,3.8,51,68.6,17.6,-,-,-,-,7035,6899,7917,6351,-,-,9.7
1400000US06037901004,06037901004,"Census Tract 9010.04, Los Angeles County, California",978,12.5,39.3,40.3,8.0,6352,5.0,6.3,24.2,25.6,12.9,19.0,7.0,88.8,26.0,1790,94.7,25.2,1454,88.4,31.6,2551,85.5,24.2,557,85.5,22.6,10.9,12.0,6.7,5.6,48914,20000,41107,41517,56100,84955,3.6
1400000US06037901007,06037901007,"Census Tract 9010.07, Los Angeles County, California",297,28.3,20.5,51.2,0.0,1435,0.6,5.3,18.0,35.7,16.6,13.2,10.6,94.1,23.8,76,100.0,18.4,386,96.4,24.1,787,93.6,26.9,186,89.2,12.4,0.0,27.1,1.9,2.3,57472,48036,22250,47274,88403,111192,2.9
1400000US06037901008,06037901008,"Census Tract 9010.08, Los Angeles County, California",381,26.5,43.6,29.9,0.0,2064,3.1,12.0,21.5,28.5,17.0,17.2,0.8,84.9,18.0,415,100.0,5.3,458,91.7,30.6,765,99.3,22.4,426,37.1,8.9,2.6,7.0,2.8,3.2,45252,11414,36578,46667,44545,-,15.2
1400000US06037901009,06037901009,"Census Tract 9010.09, Los Angeles County, California",472,20.6,8.5,64.6,6.4,3368,3.6,9.1,22.8,28.4,10.3,16.3,9.5,87.3,25.8,369,72.1,21.4,675,87.9,25.3,1640,89.1,31.5,684,90.6,14.8,25.2,10.6,18.5,0.0,49635,11048,45602,45146,76993,79980,0.5
1400000US06037901010,06037901010,"Census Tract 9010.10, Los Angeles County, California",613,12.7,42.1,38.7,6.5,3545,5.5,8.7,30.8,23.9,3.3,16.4,11.4,85.8,27.8,835,86.6,25.3,647,79.6,18.4,1764,87.7,30.2,299,85.6,41.8,44.8,15.4,15.9,17.1,38668,28750,20500,43182,73867,53669,0.6
1400000US06037901011,06037901011,"Census Tract 9010.11, Los Angeles County, California",325,11.1,37.5,40.0,11.4,3488,1.9,7.1,29.6,23.6,9.6,18.9,9.3,91.0,28.2,900,93.4,24.8,571,91.4,28.2,1498,97.2,33.4,519,68.4,19.1,0.0,7.7,0.0,1.8,46206,16316,39241,37165,49653,145091,0.7
1400000US06037901101,06037901101,"Census Tract 9011.01, Los Angeles County, California",452,24.6,35.2,38.3,2.0,3103,7.7,9.7,34.7,21.2,10.7,11.4,4.6,82.6,16.0,905,81.0,15.0,661,92.7,12.4,1109,85.6,22.2,428,62.6,7.7,16.9,19.0,11.9,6.8,30633,22895,32125,25658,54500,78295,2.4
1400000US06037901102,06037901102,"Census Tract 9011.02, Los Angeles County, California",519,21.6,22.9,55.5,0.0,3004,2.7,7.0,36.2,29.9,8.3,10.9,5.1,90.3,16.0,555,97.3,9.5,690,83.8,15.8,1335,93.8,17.4,424,81.1,20.5,9.7,8.7,5.8,10.2,44665,36250,33824,51964,40060,90125,4.5
1400000US06037901205,06037901205,"Census Tract 9012.05, Los Angeles County, California",840,16.0,27.3,56.8,0.0,5659,2.3,7.4,25.7,26.1,11.3,19.7,7.5,90.2,27.2,878,93.7,28.4,1414,91.2,22.9,2182,92.3,41.0,1185,82.9,6.2,6.7,8.0,3.2,0.0,56525,42898,46221,49250,73438,74336,2.7
1400000US06037901209,06037901209,"Census Tract 9012.09, Los Angeles County, California",61,23.0,0.0,77.0,0.0,1058,8.1,5.6,34.7,35.2,5.4,6.1,4.9,86.3,11.1,194,90.7,0.5,221,87.3,6.3,416,91.6,20.4,227,71.8,7.5,40.7,5.2,20.3,0.0,31250,28929,25146,69583,43828,73281,6.0
1400000US06037901210,06037901210,"Census Tract 9012.10, Los Angeles County, California",198,26.8,18.2,38.9,16.2,1011,0.4,4.4,26.5,31.6,17.2,15.3,4.6,95.3,20.0,148,97.3,16.9,169,98.8,21.3,582,97.3,22.2,112,76.8,10.7,0.0,0.0,2.4,0.0,61420,113750,47475,72576,73750,110313,0.0
1400000US06037901213,06037901213,"Census Tract 9012.13, Los Angeles County, California",293,4.4,11.6,70.6,13.3,2172,1.0,6.4,17.9,34.9,9.3,19.4,11.1,92.6,30.5,162,85.2,31.5,396,99.0,40.2,1240,91.6,29.4,374,92.2,23.5,11.2,21.1,7.2,0.0,76012,15227,25243,65556,109853,128269,1.3
1400000US06037910001,06037910001,"Census Tract 9100.01, Los Angeles County, California",564,38.5,39.0,22.5,0.0,3345,18.1,22.4,27.3,20.4,4.5,5.7,1.7,59.5,7.4,792,68.3,4.9,828,56.2,7.4,1377,58.0,8.1,348,53.2,9.8,18.5,4.1,7.3,0.0,26083,14696,22287,43092,59205,16827,1.7
1400000US06037910002,06037910002,"Census Tract 9100.02, Los Angeles County, California",438,44.5,25.8,29.7,0.0,3895,13.1,17.3,33.4,23.9,5.2,5.1,2.1,69.7,7.2,657,65.8,7.9,788,83.0,8.1,1997,65.5,7.7,453,70.2,2.6,22.1,8.5,5.3,4.3,26385,22534,26272,34333,41042,47788,3.6
1400000US06037910101,06037910101,"Census Tract 9101.01, Los Angeles County, California",18,100.0,0.0,0.0,0.0,539,21.7,29.3,28.8,10.0,2.6,7.6,0.0,49.0,7.6,173,56.6,0.0,170,51.2,24.1,167,41.3,0.0,29,34.5,0.0,64.4,28.4,0.0,0.0,16625,12065,14615,78125,50602,-,0.0
1400000US06037910201,06037910201,"Census Tract 9102.01, Los Angeles County, California",349,20.1,47.6,32.4,0.0,2299,8.0,17.2,23.4,25.5,10.8,11.1,3.9,74.8,15.1,701,64.9,4.9,355,68.2,8.2,854,83.0,28.3,389,80.7,10.5,44.0,23.6,22.1,5.5,30720,20701,21281,30446,63026,61786,6.8
1400000US06037910202,06037910202,"Census Tract 9102.02, Los Angeles County, California",459,6.1,14.4,71.9,7.6,3178,2.7,6.2,19.6,33.9,13.1,13.8,10.7,91.1,24.5,361,82.8,22.4,886,92.6,24.0,1415,91.5,28.8,516,93.0,15.1,6.7,5.1,1.7,0.0,51495,18875,44792,45617,76250,81000,3.3
1400000US06037910205,06037910205,"Census Tract 9102.05, Los Angeles County, California",47,0.0,25.5,74.5,0.0,731,1.0,10.9,18.5,31.3,15.0,14.5,8.8,88.1,23.3,41,68.3,34.1,186,100.0,11.3,333,84.1,29.7,171,87.7,21.1,0.0,0.0,2.7,0.0,53629,31136,16741,54214,51625,107875,9.7
1400000US06037910206,06037910206,"Census Tract 9102.06, Los Angeles County, California",206,6.8,46.6,12.6,34.0,1607,5.5,4.4,19.2,37.3,7.7,19.4,6.6,90.2,25.9,423,96.0,40.2,544,95.4,27.6,508,83.5,19.1,132,75.8,0.0,0.0,14.2,1.9,0.0,45164,4797,45822,36429,42099,116125,7.5
1400000US06037910207,06037910207,"Census Tract 9102.07, Los Angeles County, California",538,11.2,58.0,27.1,3.7,3113,4.8,8.9,22.6,31.9,6.6,19.4,5.9,86.3,25.3,449,98.2,37.4,948,84.1,20.8,1314,89.3,26.0,402,68.4,20.1,10.6,2.1,0.6,4.2,48966,44417,35882,51518,54211,47297,4.5
1400000US06037910208,06037910208,"Census Tract 9102.08, Los Angeles County, California",725,4.8,31.3,59.2,4.7,3548,10.0,7.3,30.9,24.9,6.7,14.5,5.7,82.7,20.2,795,88.6,11.9,862,76.3,11.9,1476,82.8,29.9,415,84.3,18.3,31.6,13.8,0.0,0.0,40876,17731,41582,43962,49100,21979,12.5
1400000US06037910209,06037910209,"Census Tract 9102.09, Los Angeles County, California",207,27.5,14.5,58.0,0.0,2781,1.0,4.4,12.6,36.6,13.2,20.1,12.1,94.6,32.2,444,93.0,37.8,640,97.7,17.7,1319,92.1,41.8,378,100.0,16.7,0.0,6.8,2.0,8.3,52250,40500,38401,51652,45703,85658,6.7
1400000US06037910210,06037910210,"Census Tract 9102.10, Los Angeles County, California",585,14.7,31.8,53.5,0.0,4107,1.9,4.7,18.5,22.7,13.6,26.9,11.8,93.5,38.6,576,97.9,38.2,1292,92.7,28.5,1814,92.9,47.1,425,92.2,34.1,0.0,4.3,7.0,0.0,57532,32155,31518,63413,47273,80539,2.0
1400000US06037910301,06037910301,"Census Tract 9103.01, Los Angeles County, California",334,17.4,37.7,40.4,4.5,2873,2.8,7.6,18.0,38.5,9.3,14.9,8.9,89.6,23.8,267,93.6,7.9,432,84.7,19.9,1596,90.9,28.6,578,87.9,20.8,0.0,0.0,14.4,0.0,43295,40729,18708,30941,56948,91900,0.3
1400000US06037910302,06037910302,"Census Tract 9103.02, Los Angeles County, California",445,5.8,41.6,52.6,0.0,3951,1.8,4.2,20.6,32.9,14.5,13.2,12.8,94.0,26.0,478,100.0,10.5,863,91.3,29.2,2016,95.1,29.9,594,89.2,20.9,27.0,2.5,4.5,3.5,51602,25139,48661,44458,73088,85000,1.1
1400000US06037910401,06037910401,"Census Tract 9104.01, Los Angeles County, California",704,3.4,33.0,44.7,18.9,3799,9.3,9.1,18.3,26.2,10.0,21.6,5.5,81.6,27.1,579,86.5,27.5,760,79.1,18.8,1884,86.7,33.2,576,63.2,17.4,14.4,8.5,3.9,3.9,40420,28214,35893,45167,39655,68846,5.4
1400000US06037910402,06037910402,"Census Tract 9104.02, Los Angeles County, California",426,42.5,34.7,22.8,0.0,1452,24.4,24.4,23.2,23.5,2.1,1.6,0.8,51.1,2.3,582,47.8,0.0,326,46.9,0.0,385,54.0,3.6,159,64.8,12.6,29.0,21.4,24.8,26.5,22788,24193,22891,12324,-,69792,2.6
1400000US06037910403,06037910403,"Census Tract 9104.03, Los Angeles County, California",396,45.5,30.6,24.0,0.0,1178,26.5,26.3,32.0,8.5,2.8,2.5,1.4,47.2,3.9,500,36.0,0.0,317,57.1,6.6,302,51.0,2.3,59,69.5,30.5,34.1,39.5,45.9,19.6,15286,16591,14811,7356,"2,500-",97000,2.0
1400000US06037910404,06037910404,"Census Tract 9104.04, Los Angeles County, California",413,34.1,41.6,21.1,3.1,2226,16.8,15.6,36.2,16.9,6.3,5.5,2.6,67.6,8.1,463,63.1,0.0,635,57.3,12.0,926,78.3,11.3,202,60.9,0.0,23.8,14.5,15.8,12.2,29256,20917,17188,40862,36202,85192,1.7
1400000US06037910501,06037910501,"Census Tract 9105.01, Los Angeles County, California",744,26.3,44.0,27.4,2.3,2325,17.5,24.8,33.4,15.7,4.5,4.2,0.0,57.7,4.2,735,52.0,3.1,473,39.7,3.6,793,71.2,5.5,324,63.9,4.0,44.4,34.5,34.1,9.3,17330,17346,16536,27434,15694,-,8.9
1400000US06037910502,06037910502,"Census Tract 9105.02, Los Angeles County, California",359,61.3,20.9,17.8,0.0,1987,16.4,26.0,31.3,19.3,5.9,0.6,0.6,57.6,1.2,379,58.0,0.0,792,55.2,1.5,668,57.3,0.0,148,70.9,7.4,32.4,28.1,32.6,52.2,19660,17578,30833,34313,-,-,4.5
1400000US06037910504,06037910504,"Census Tract 9105.04, Los Angeles County, California",698,37.4,25.6,33.5,3.4,2362,29.5,26.1,21.3,17.5,2.5,3.2,0.0,44.5,3.2,579,55.1,6.7,750,34.8,2.9,776,48.8,1.8,257,35.4,0.0,25.4,10.5,3.2,0.0,22773,20745,23125,26488,23553,-,4.4
1400000US06037910505,06037910505,"Census Tract 9105.05, Los Angeles County, California",345,25.2,23.8,51.0,0.0,1504,8.8,23.9,30.1,17.1,11.2,8.6,0.3,67.4,9.0,300,53.7,3.0,450,59.1,2.4,595,83.5,19.3,159,56.0,0.0,7.5,25.0,12.2,0.0,28543,22246,31786,28726,29833,18438,6.0
1400000US06037910601,06037910601,"Census Tract 9106.01, Los Angeles County, California",837,34.6,32.5,31.7,1.2,3263,12.2,24.8,26.3,23.9,5.4,4.3,3.2,63.0,7.4,758,60.6,0.0,992,61.0,4.7,1220,67.5,10.2,293,58.0,24.2,23.9,22.7,27.3,3.3,22478,19831,25703,21339,67604,50694,10.0
1400000US06037910602,06037910602,"Census Tract 9106.02, Los Angeles County, California",411,28.7,49.6,21.7,0.0,1981,14.7,14.7,30.7,27.0,3.8,5.8,3.4,70.6,9.1,631,83.4,4.0,423,58.9,4.3,577,79.7,16.6,350,46.6,12.0,36.4,18.3,7.7,17.7,25849,18125,26636,32188,45179,10595,2.9
1400000US06037910603,06037910603,"Census Tract 9106.03, Los Angeles County, California",771,17.0,25.2,57.8,0.0,4098,22.2,11.9,28.3,17.7,9.1,8.4,2.5,66.0,10.9,867,90.4,24.9,1007,55.7,10.7,1761,62.2,3.7,463,56.8,12.3,15.6,6.4,4.4,0.0,31385,26750,27455,35185,35125,56875,4.2
1400000US06037910605,06037910605,"Census Tract 9106.05, Los Angeles County, California",372,8.9,32.8,58.3,0.0,2182,16.0,14.2,19.5,31.5,6.4,9.8,2.6,69.8,12.4,518,66.8,10.0,449,75.1,4.5,987,70.4,18.7,228,64.0,5.7,46.0,23.9,5.8,10.0,33301,21486,32109,33359,72422,60761,2.6
1400000US06037910606,06037910606,"Census Tract 9106.06, Los Angeles County, California",212,0.0,43.9,48.6,7.5,1544,12.1,10.9,32.8,28.4,5.2,8.5,2.1,76.9,10.6,444,82.4,6.3,378,67.7,9.8,531,83.6,14.1,191,63.9,12.0,3.7,23.5,11.4,9.2,31287,26211,22500,43403,42589,70250,1.6
1400000US06037910705,06037910705,"Census Tract 9107.05, Los Angeles County, California",1252,27.0,36.7,34.5,1.8,4760,14.1,10.2,27.7,31.3,6.5,8.1,2.0,75.6,10.1,1182,89.7,5.2,1453,72.3,15.1,1765,73.1,10.9,360,55.0,2.2,11.5,8.0,5.9,0.0,36771,35387,26217,38413,58347,86023,4.5
1400000US06037910706,06037910706,"Census Tract 9107.06, Los Angeles County, California",866,8.4,48.4,43.2,0.0,2806,17.7,24.6,23.5,21.9,2.2,8.8,1.3,57.7,10.0,661,87.0,14.2,814,48.6,10.6,1077,52.3,8.5,254,33.5,3.9,11.2,14.2,0.0,3.5,32493,26855,26779,36357,38576,63611,4.1
1400000US06037910707,06037910707,"Census Tract 9107.07, Los Angeles County, California",375,6.1,34.1,59.7,0.0,2688,12.4,16.1,31.5,22.2,9.4,4.3,4.2,71.6,8.5,730,62.1,2.7,696,65.9,2.3,999,85.4,14.9,263,60.5,16.3,33.4,16.8,19.1,11.8,27572,25646,28401,28828,9181,77829,5.5
1400000US06037910709,06037910709,"Census Tract 9107.09, Los Angeles County, California",105,0.0,13.3,39.0,47.6,1079,1.1,5.9,31.4,28.5,10.0,12.4,10.7,93.0,23.1,139,77.7,6.5,255,91.0,20.0,527,95.8,30.7,158,100.0,17.1,0.0,0.0,2.2,0.0,50493,41094,44155,41944,71620,43750,1.1
1400000US06037910711,06037910711,"Census Tract 9107.11, Los Angeles County, California",923,20.3,56.3,23.4,0.0,3990,8.8,19.0,27.0,26.4,5.4,9.4,4.0,72.2,13.4,740,75.1,21.5,1064,60.2,3.9,1432,82.3,16.6,754,67.0,12.9,24.0,5.1,12.7,0.0,36493,21424,35625,35326,45045,89333,3.0
1400000US06037910712,06037910712,"Census Tract 9107.12, Los Angeles County, California",442,2.5,70.1,25.6,1.8,1468,23.4,13.1,28.5,13.5,15.1,5.2,1.3,63.5,6.5,199,64.3,0.0,522,70.5,5.7,633,59.6,10.3,114,51.8,0.0,21.5,6.7,3.6,0.0,37333,21771,57153,50789,55655,-,15.7
1400000US06037910713,06037910713,"Census Tract 9107.13, Los Angeles County, California",508,22.2,41.9,26.2,9.6,2609,13.2,19.1,29.4,24.9,4.9,7.1,1.5,67.7,8.6,433,86.8,2.8,900,53.9,7.7,1063,74.5,13.5,213,53.5,0.0,9.7,15.5,2.7,6.3,32005,27547,28929,40398,31509,86875,2.1
1400000US06037910714,06037910714,"Census Tract 9107.14, Los Angeles County, California",330,26.1,19.7,50.9,3.3,2087,17.7,18.4,23.0,20.0,10.5,5.7,4.6,64.0,10.4,555,52.8,6.8,479,81.8,12.1,904,59.3,12.3,149,76.5,6.7,19.3,26.0,3.1,20.7,23615,20428,25375,25205,73618,31146,6.6
