GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08
Id,Id2,Geography,Number; OCCUPANCY STATUS - Total housing units,Percent; OCCUPANCY STATUS - Total housing units,Number; OCCUPANCY STATUS - Total housing units - Occupied housing units,Percent; OCCUPANCY STATUS - Total housing units - Occupied housing units,Number; TENURE - Occupied housing units,Percent; TENURE - Occupied housing units,Number; TENURE - Occupied housing units - Owner occupied,Percent; TENURE - Occupied housing units - Owner occupied,Number; TENURE - Occupied housing units - Owner occupied - Owned with a mortgage or loan,Percent; TENURE - Occupied housing units - Owner occupied - Owned with a mortgage or loan,Number; TENURE - Occupied housing units - Owner occupied - Owned free and clear,Percent; TENURE - Occupied housing units - Owner occupied - Owned free and clear,Number; TENURE - Occupied housing units - Renter occupied,Percent; TENURE - Occupied housing units - Renter occupied
1400000US06037275200,06037275200,"Census Tract 2752, Los Angeles County, California",1669,100.0,1583,94.8,1583,100.0,335,21.2,247,15.6,88,5.6,1248,78.8
1400000US06037275302,06037275302,"Census Tract 2753.02, Los Angeles County, California",2659,100.0,2522,94.8,2522,100.0,1579,62.6,1115,44.2,464,18.4,943,37.4
1400000US06037275311,06037275311,"Census Tract 2753.11, Los Angeles County, California",2316,100.0,2202,95.1,2202,100.0,1075,48.8,757,34.4,318,14.4,1127,51.2
1400000US06037275400,06037275400,"Census Tract 2754, Los Angeles County, California",1944,100.0,1663,85.5,1663,100.0,849,51.1,716,43.1,133,8.0,814,48.9
1400000US06037275500,06037275500,"Census Tract 2755, Los Angeles County, California",1688,100.0,1643,97.3,1643,100.0,468,28.5,317,19.3,151,9.2,1175,71.5
1400000US06037275602,06037275602,"Census Tract 2756.02, Los Angeles County, California",3739,100.0,3490,93.3,3490,100.0,1423,40.8,1300,37.2,123,3.5,2067,59.2
1400000US06037275603,06037275603,"Census Tract 2756.03, Los Angeles County, California",1179,100.0,1132,96.0,1132,100.0,696,61.5,480,42.4,216,19.1,436,38.5
1400000US06037276000,06037276000,"Census Tract 2760, Los Angeles County, California",2267,100.0,2184,96.3,2184,100.0,1737,79.5,1317,60.3,420,19.2,447,20.5
1400000US06037276100,06037276100,"Census Tract 2761, Los Angeles County, California",2962,100.0,2797,94.4,2797,100.0,501,17.9,441,15.8,60,2.1,2296,82.1
1400000US06037276400,06037276400,"Census Tract 2764, Los Angeles County, California",1586,100.0,1539,97.0,1539,100.0,1297,84.3,970,63.0,327,21.2,242,15.7
1400000US06037276500,06037276500,"Census Tract 2765, Los Angeles County, California",759,100.0,738,97.2,738,100.0,494,66.9,373,50.5,121,16.4,244,33.1
1400000US06037276601,06037276601,"Census Tract 2766.01, Los Angeles County, California",1754,100.0,1683,96.0,1683,100.0,1009,60.0,797,47.4,212,12.6,674,40.0
1400000US06037276603,06037276603,"Census Tract 2766.03, Los Angeles County, California",3280,100.0,3128,95.4,3128,100.0,1385,44.3,1220,39.0,165,5.3,1743,55.7
1400000US06037276604,06037276604,"Census Tract 2766.04, Los Angeles County, California",2287,100.0,2071,90.6,2071,100.0,744,35.9,628,30.3,116,5.6,1327,64.1
1400000US06037277000,06037277000,"Census Tract 2770, Los Angeles County, California",2196,100.0,2148,97.8,2148,100.0,1711,79.7,1250,58.2,461,21.5,437,20.3
1400000US06037277100,06037277100,"Census Tract 2771, Los Angeles County, California",1124,100.0,1091,97.1,1091,100.0,898,82.3,737,67.6,161,14.8,193,17.7
1400000US06037277200,06037277200,"Census Tract 2772, Los Angeles County, California",1134,100.0,1051,92.7,1051,100.0,134,12.7,123,11.7,11,1.0,917,87.3
1400000US06037277400,06037277400,"Census Tract 2774, Los Angeles County, California",728,100.0,581,79.8,581,100.0,22,3.8,14,2.4,8,1.4,559,96.2
1400000US06037278001,06037278001,"Census Tract 2780.01, Los Angeles County, California",1012,100.0,963,95.2,963,100.0,525,54.5,428,44.4,97,10.1,438,45.5
1400000US06037278102,06037278102,"Census Tract 2781.02, Los Angeles County, California",1752,100.0,1595,91.0,1595,100.0,679,42.6,526,33.0,153,9.6,916,57.4
1400000US06037291110,06037291110,"Census Tract 2911.10, Los Angeles County, California",1194,100.0,1120,93.8,1120,100.0,329,29.4,261,23.3,68,6.1,791,70.6
1400000US06037291120,06037291120,"Census Tract 2911.20, Los Angeles County, California",624,100.0,589,94.4,589,100.0,185,31.4,152,25.8,33,5.6,404,68.6
1400000US06037291130,06037291130,"Census Tract 2911.30, Los Angeles County, California",998,100.0,956,95.8,956,100.0,696,72.8,560,58.6,136,14.2,260,27.2
1400000US06037291210,06037291210,"Census Tract 2912.10, Los Angeles County, California",1504,100.0,1427,94.9,1427,100.0,681,47.7,528,37.0,153,10.7,746,52.3
1400000US06037291220,06037291220,"Census Tract 2912.20, Los Angeles County, California",1012,100.0,959,94.8,959,100.0,393,41.0,271,28.3,122,12.7,566,59.0
1400000US06037291300,06037291300,"Census Tract 2913, Los Angeles County, California",997,100.0,967,97.0,967,100.0,748,77.4,486,50.3,262,27.1,219,22.6
1400000US06037292000,06037292000,"Census Tract 2920, Los Angeles County, California",1950,100.0,1806,92.6,1806,100.0,548,30.3,423,23.4,125,6.9,1258,69.7
1400000US06037293201,06037293201,"Census Tract 2932.01, Los Angeles County, California",2235,100.0,2123,95.0,2123,100.0,745,35.1,619,29.2,126,5.9,1378,64.9
1400000US06037293202,06037293202,"Census Tract 2932.02, Los Angeles County, California",1885,100.0,1783,94.6,1783,100.0,398,22.3,348,19.5,50,2.8,1385,77.7
1400000US06037293301,06037293301,"Census Tract 2933.01, Los Angeles County, California",1078,100.0,1044,96.8,1044,100.0,758,72.6,550,52.7,208,19.9,286,27.4
1400000US06037293302,06037293302,"Census Tract 2933.02, Los Angeles County, California",1569,100.0,1524,97.1,1524,100.0,965,63.3,803,52.7,162,10.6,559,36.7
1400000US06037293304,06037293304,"Census Tract 2933.04, Los Angeles County, California",1469,100.0,1369,93.2,1369,100.0,366,26.7,296,21.6,70,5.1,1003,73.3
1400000US06037293306,06037293306,"Census Tract 2933.06, Los Angeles County, California",804,100.0,780,97.0,780,100.0,582,74.6,418,53.6,164,21.0,198,25.4
1400000US06037293307,06037293307,"Census Tract 2933.07, Los Angeles County, California",905,100.0,856,94.6,856,100.0,282,32.9,250,29.2,32,3.7,574,67.1
1400000US06037294110,06037294110,"Census Tract 2941.10, Los Angeles County, California",1081,100.0,1062,98.2,1062,100.0,655,61.7,536,50.5,119,11.2,407,38.3
1400000US06037294120,06037294120,"Census Tract 2941.20, Los Angeles County, California",559,100.0,519,92.8,519,100.0,266,51.3,216,41.6,50,9.6,253,48.7
1400000US06037294200,06037294200,"Census Tract 2942, Los Angeles County, California",1359,100.0,1309,96.3,1309,100.0,804,61.4,631,48.2,173,13.2,505,38.6
1400000US06037294301,06037294301,"Census Tract 2943.01, Los Angeles County, California",651,100.0,638,98.0,638,100.0,455,71.3,354,55.5,101,15.8,183,28.7
1400000US06037294302,06037294302,"Census Tract 2943.02, Los Angeles County, California",1266,100.0,1202,94.9,1202,100.0,602,50.1,434,36.1,168,14.0,600,49.9
1400000US06037294410,06037294410,"Census Tract 2944.10, Los Angeles County, California",1621,100.0,1570,96.9,1570,100.0,668,42.5,543,34.6,125,8.0,902,57.5
1400000US06037294421,06037294421,"Census Tract 2944.21, Los Angeles County, California",952,100.0,906,95.2,906,100.0,332,36.6,223,24.6,109,12.0,574,63.4
1400000US06037294510,06037294510,"Census Tract 2945.10, Los Angeles County, California",1107,100.0,1040,93.9,1040,100.0,413,39.7,343,33.0,70,6.7,627,60.3
1400000US06037294520,06037294520,"Census Tract 2945.20, Los Angeles County, California",913,100.0,882,96.6,882,100.0,325,36.8,276,31.3,49,5.6,557,63.2
1400000US06037294610,06037294610,"Census Tract 2946.10, Los Angeles County, California",1162,100.0,1120,96.4,1120,100.0,403,36.0,302,27.0,101,9.0,717,64.0
1400000US06037294620,06037294620,"Census Tract 2946.20, Los Angeles County, California",1087,100.0,1049,96.5,1049,100.0,510,48.6,350,33.4,160,15.3,539,51.4
1400000US06037294701,06037294701,"Census Tract 2947.01, Los Angeles County, California",965,100.0,883,91.5,883,100.0,135,15.3,103,11.7,32,3.6,748,84.7
1400000US06037294810,06037294810,"Census Tract 2948.10, Los Angeles County, California",1020,100.0,964,94.5,964,100.0,153,15.9,119,12.3,34,3.5,811,84.1
1400000US06037294820,06037294820,"Census Tract 2948.20, Los Angeles County, California",934,100.0,902,96.6,902,100.0,95,10.5,77,8.5,18,2.0,807,89.5
1400000US06037294830,06037294830,"Census Tract 2948.30, Los Angeles County, California",1022,100.0,961,94.0,961,100.0,225,23.4,169,17.6,56,5.8,736,76.6
1400000US06037294900,06037294900,"Census Tract 2949, Los Angeles County, California",806,100.0,767,95.2,767,100.0,264,34.4,209,27.2,55,7.2,503,65.6
1400000US06037295103,06037295103,"Census Tract 2951.03, Los Angeles County, California",2084,100.0,2028,97.3,2028,100.0,1579,77.9,1213,59.8,366,18.0,449,22.1
1400000US06037296210,06037296210,"Census Tract 2962.10, Los Angeles County, California",952,100.0,896,94.1,896,100.0,210,23.4,152,17.0,58,6.5,686,76.6
1400000US06037296220,06037296220,"Census Tract 2962.20, Los Angeles County, California",1788,100.0,1625,90.9,1625,100.0,175,10.8,155,9.5,20,1.2,1450,89.2
1400000US06037296300,06037296300,"Census Tract 2963, Los Angeles County, California",1844,100.0,1767,95.8,1767,100.0,1119,63.3,975,55.2,144,8.1,648,36.7
1400000US06037296401,06037296401,"Census Tract 2964.01, Los Angeles County, California",1397,100.0,1338,95.8,1338,100.0,1025,76.6,764,57.1,261,19.5,313,23.4
1400000US06037296402,06037296402,"Census Tract 2964.02, Los Angeles County, California",1143,100.0,1107,96.9,1107,100.0,801,72.4,599,54.1,202,18.2,306,27.6
1400000US06037296500,06037296500,"Census Tract 2965, Los Angeles County, California",1339,100.0,1245,93.0,1245,100.0,527,42.3,406,32.6,121,9.7,718,57.7
1400000US06037296600,06037296600,"Census Tract 2966, Los Angeles County, California",1973,100.0,1786,90.5,1786,100.0,421,23.6,314,17.6,107,6.0,1365,76.4
1400000US06037296901,06037296901,"Census Tract 2969.01, Los Angeles County, California",1635,100.0,1499,91.7,1499,100.0,297,19.8,230,15.3,67,4.5,1202,80.2
1400000US06037296902,06037296902,"Census Tract 2969.02, Los Angeles County, California",1703,100.0,1582,92.9,1582,100.0,341,21.6,246,15.5,95,6.0,1241,78.4
1400000US06037297000,06037297000,"Census Tract 2970, Los Angeles County, California",2412,100.0,2299,95.3,2299,100.0,1307,56.9,992,43.1,315,13.7,992,43.1
1400000US06037297110,06037297110,"Census Tract 2971.10, Los Angeles County, California",1727,100.0,1553,89.9,1553,100.0,235,15.1,195,12.6,40,2.6,1318,84.9
1400000US06037297120,06037297120,"Census Tract 2971.20, Los Angeles County, California",1192,100.0,1094,91.8,1094,100.0,249,22.8,197,18.0,52,4.8,845,77.2
1400000US06037297201,06037297201,"Census Tract 2972.01, Los Angeles County, California",1430,100.0,1319,92.2,1319,100.0,385,29.2,321,24.3,64,4.9,934,70.8
1400000US06037297202,06037297202,"Census Tract 2972.02, Los Angeles County, California",1487,100.0,1384,93.1,1384,100.0,510,36.8,377,27.2,133,9.6,874,63.2
1400000US06037297300,06037297300,"Census Tract 2973, Los Angeles County, California",885,100.0,843,95.3,843,100.0,376,44.6,267,31.7,109,12.9,467,55.4
1400000US06037297400,06037297400,"Census Tract 2974, Los Angeles County, California",1657,100.0,1578,95.2,1578,100.0,1366,86.6,824,52.2,542,34.3,212,13.4
1400000US06037297500,06037297500,"Census Tract 2975, Los Angeles County, California",2221,100.0,2080,93.7,2080,100.0,1262,60.7,926,44.5,336,16.2,818,39.3
1400000US06037297601,06037297601,"Census Tract 2976.01, Los Angeles County, California",1315,100.0,1165,88.6,1165,100.0,192,16.5,154,13.2,38,3.3,973,83.5
1400000US06037297602,06037297602,"Census Tract 2976.02, Los Angeles County, California",1806,100.0,1664,92.1,1664,100.0,660,39.7,510,30.6,150,9.0,1004,60.3
1400000US06037300100,06037300100,"Census Tract 3001, Los Angeles County, California",2068,100.0,2018,97.6,2018,100.0,1826,90.5,1443,71.5,383,19.0,192,9.5
1400000US06037300200,06037300200,"Census Tract 3002, Los Angeles County, California",1977,100.0,1912,96.7,1912,100.0,1406,73.5,1132,59.2,274,14.3,506,26.5
1400000US06037300301,06037300301,"Census Tract 3003.01, Los Angeles County, California",2185,100.0,2124,97.2,2124,100.0,1782,83.9,1423,67.0,359,16.9,342,16.1
1400000US06037300400,06037300400,"Census Tract 3004, Los Angeles County, California",2118,100.0,2033,96.0,2033,100.0,1391,68.4,1163,57.2,228,11.2,642,31.6
1400000US06037300501,06037300501,"Census Tract 3005.01, Los Angeles County, California",1336,100.0,1287,96.3,1287,100.0,753,58.5,647,50.3,106,8.2,534,41.5
1400000US06037300502,06037300502,"Census Tract 3005.02, Los Angeles County, California",2635,100.0,2510,95.3,2510,100.0,806,32.1,677,27.0,129,5.1,1704,67.9
1400000US06037300600,06037300600,"Census Tract 3006, Los Angeles County, California",3303,100.0,3132,94.8,3132,100.0,1546,49.4,1271,40.6,275,8.8,1586,50.6
1400000US06037300701,06037300701,"Census Tract 3007.01, Los Angeles County, California",2253,100.0,2186,97.0,2186,100.0,1866,85.4,1460,66.8,406,18.6,320,14.6
1400000US06037300702,06037300702,"Census Tract 3007.02, Los Angeles County, California",2139,100.0,2066,96.6,2066,100.0,1857,89.9,1375,66.6,482,23.3,209,10.1
1400000US06037300800,06037300800,"Census Tract 3008, Los Angeles County, California",2899,100.0,2763,95.3,2763,100.0,1526,55.2,1208,43.7,318,11.5,1237,44.8
1400000US06037300901,06037300901,"Census Tract 3009.01, Los Angeles County, California",2356,100.0,2300,97.6,2300,100.0,2057,89.4,1655,72.0,402,17.5,243,10.6
1400000US06037300902,06037300902,"Census Tract 3009.02, Los Angeles County, California",734,100.0,722,98.4,722,100.0,657,91.0,515,71.3,142,19.7,65,9.0
1400000US06037301000,06037301000,"Census Tract 3010, Los Angeles County, California",2174,100.0,1982,91.2,1982,100.0,826,41.7,640,32.3,186,9.4,1156,58.3
1400000US06037301100,06037301100,"Census Tract 3011, Los Angeles County, California",2854,100.0,2699,94.6,2699,100.0,1243,46.1,987,36.6,256,9.5,1456,53.9
1400000US06037301203,06037301203,"Census Tract 3012.03, Los Angeles County, California",1955,100.0,1872,95.8,1872,100.0,766,40.9,613,32.7,153,8.2,1106,59.1
1400000US06037301204,06037301204,"Census Tract 3012.04, Los Angeles County, California",2224,100.0,2099,94.4,2099,100.0,228,10.9,172,8.2,56,2.7,1871,89.1
1400000US06037301205,06037301205,"Census Tract 3012.05, Los Angeles County, California",755,100.0,734,97.2,734,100.0,572,77.9,449,61.2,123,16.8,162,22.1
1400000US06037301206,06037301206,"Census Tract 3012.06, Los Angeles County, California",2015,100.0,1925,95.5,1925,100.0,721,37.5,567,29.5,154,8.0,1204,62.5
1400000US06037301300,06037301300,"Census Tract 3013, Los Angeles County, California",723,100.0,703,97.2,703,100.0,655,93.2,509,72.4,146,20.8,48,6.8
1400000US06037301400,06037301400,"Census Tract 3014, Los Angeles County, California",1350,100.0,1305,96.7,1305,100.0,1169,89.6,916,70.2,253,19.4,136,10.4
1400000US06037301501,06037301501,"Census Tract 3015.01, Los Angeles County, California",612,100.0,599,97.9,599,100.0,479,80.0,394,65.8,85,14.2,120,20.0
1400000US06037301502,06037301502,"Census Tract 3015.02, Los Angeles County, California",2589,100.0,2471,95.4,2471,100.0,344,13.9,287,11.6,57,2.3,2127,86.1
1400000US06037301601,06037301601,"Census Tract 3016.01, Los Angeles County, California",2356,100.0,2214,94.0,2214,100.0,343,15.5,273,12.3,70,3.2,1871,84.5
1400000US06037301602,06037301602,"Census Tract 3016.02, Los Angeles County, California",1683,100.0,1561,92.8,1561,100.0,490,31.4,399,25.6,91,5.8,1071,68.6
1400000US06037301701,06037301701,"Census Tract 3017.01, Los Angeles County, California",1155,100.0,1109,96.0,1109,100.0,554,50.0,430,38.8,124,11.2,555,50.0
1400000US06037301702,06037301702,"Census Tract 3017.02, Los Angeles County, California",2103,100.0,1983,94.3,1983,100.0,446,22.5,384,19.4,62,3.1,1537,77.5
1400000US06037301801,06037301801,"Census Tract 3018.01, Los Angeles County, California",1945,100.0,1759,90.4,1759,100.0,433,24.6,350,19.9,83,4.7,1326,75.4
1400000US06037301802,06037301802,"Census Tract 3018.02, Los Angeles County, California",1405,100.0,1326,94.4,1326,100.0,324,24.4,274,20.7,50,3.8,1002,75.6
1400000US06037301900,06037301900,"Census Tract 3019, Los Angeles County, California",3426,100.0,3238,94.5,3238,100.0,1054,32.6,832,25.7,222,6.9,2184,67.4
1400000US06037302002,06037302002,"Census Tract 3020.02, Los Angeles County, California",1888,100.0,1722,91.2,1722,100.0,391,22.7,308,17.9,83,4.8,1331,77.3
1400000US06037302003,06037302003,"Census Tract 3020.03, Los Angeles County, California",1463,100.0,1401,95.8,1401,100.0,170,12.1,138,9.9,32,2.3,1231,87.9
1400000US06037302004,06037302004,"Census Tract 3020.04, Los Angeles County, California",1700,100.0,1618,95.2,1618,100.0,230,14.2,191,11.8,39,2.4,1388,85.8
1400000US06037302102,06037302102,"Census Tract 3021.02, Los Angeles County, California",2761,100.0,2543,92.1,2543,100.0,927,36.5,749,29.5,178,7.0,1616,63.5
1400000US06037302103,06037302103,"Census Tract 3021.03, Los Angeles County, California",2047,100.0,1935,94.5,1935,100.0,307,15.9,248,12.8,59,3.0,1628,84.1
1400000US06037302104,06037302104,"Census Tract 3021.04, Los Angeles County, California",1565,100.0,1487,95.0,1487,100.0,253,17.0,214,14.4,39,2.6,1234,83.0
1400000US06037302201,06037302201,"Census Tract 3022.01, Los Angeles County, California",1699,100.0,1633,96.1,1633,100.0,106,6.5,93,5.7,13,0.8,1527,93.5
1400000US06037302202,06037302202,"Census Tract 3022.02, Los Angeles County, California",1993,100.0,1918,96.2,1918,100.0,223,11.6,177,9.2,46,2.4,1695,88.4
1400000US06037302301,06037302301,"Census Tract 3023.01, Los Angeles County, California",1549,100.0,1357,87.6,1357,100.0,323,23.8,272,20.0,51,3.8,1034,76.2
1400000US06037302302,06037302302,"Census Tract 3023.02, Los Angeles County, California",1827,100.0,1711,93.7,1711,100.0,163,9.5,118,6.9,45,2.6,1548,90.5
1400000US06037302401,06037302401,"Census Tract 3024.01, Los Angeles County, California",2252,100.0,2147,95.3,2147,100.0,282,13.1,221,10.3,61,2.8,1865,86.9
1400000US06037302503,06037302503,"Census Tract 3025.03, Los Angeles County, California",1524,100.0,1462,95.9,1462,100.0,171,11.7,140,9.6,31,2.1,1291,88.3
1400000US06037302504,06037302504,"Census Tract 3025.04, Los Angeles County, California",1512,100.0,1434,94.8,1434,100.0,189,13.2,157,10.9,32,2.2,1245,86.8
1400000US06037302505,06037302505,"Census Tract 3025.05, Los Angeles County, California",1504,100.0,1400,93.1,1400,100.0,91,6.5,73,5.2,18,1.3,1309,93.5
1400000US06037302506,06037302506,"Census Tract 3025.06, Los Angeles County, California",1369,100.0,1303,95.2,1303,100.0,332,25.5,280,21.5,52,4.0,971,74.5
1400000US06037310100,06037310100,"Census Tract 3101, Los Angeles County, California",2084,100.0,2019,96.9,2019,100.0,1852,91.7,1404,69.5,448,22.2,167,8.3
1400000US06037310201,06037310201,"Census Tract 3102.01, Los Angeles County, California",2130,100.0,2025,95.1,2025,100.0,1019,50.3,824,40.7,195,9.6,1006,49.7
1400000US06037310202,06037310202,"Census Tract 3102.02, Los Angeles County, California",1916,100.0,1830,95.5,1830,100.0,729,39.8,607,33.2,122,6.7,1101,60.2
1400000US06037310300,06037310300,"Census Tract 3103, Los Angeles County, California",1082,100.0,1063,98.2,1063,100.0,964,90.7,703,66.1,261,24.6,99,9.3
1400000US06037310400,06037310400,"Census Tract 3104, Los Angeles County, California",1351,100.0,1298,96.1,1298,100.0,762,58.7,596,45.9,166,12.8,536,41.3
1400000US06037310501,06037310501,"Census Tract 3105.01, Los Angeles County, California",1144,100.0,1081,94.5,1081,100.0,230,21.3,191,17.7,39,3.6,851,78.7
1400000US06037310601,06037310601,"Census Tract 3106.01, Los Angeles County, California",2488,100.0,2259,90.8,2259,100.0,588,26.0,504,22.3,84,3.7,1671,74.0
1400000US06037310602,06037310602,"Census Tract 3106.02, Los Angeles County, California",1159,100.0,1090,94.0,1090,100.0,495,45.4,369,33.9,126,11.6,595,54.6
1400000US06037310701,06037310701,"Census Tract 3107.01, Los Angeles County, California",1177,100.0,1136,96.5,1136,100.0,187,16.5,166,14.6,21,1.8,949,83.5
1400000US06037310702,06037310702,"Census Tract 3107.02, Los Angeles County, California",3890,100.0,3578,92.0,3578,100.0,465,13.0,412,11.5,53,1.5,3113,87.0
1400000US06037310703,06037310703,"Census Tract 3107.03, Los Angeles County, California",2177,100.0,2072,95.2,2072,100.0,334,16.1,284,13.7,50,2.4,1738,83.9
1400000US06037310800,06037310800,"Census Tract 3108, Los Angeles County, California",2092,100.0,1994,95.3,1994,100.0,923,46.3,716,35.9,207,10.4,1071,53.7
1400000US06037310900,06037310900,"Census Tract 3109, Los Angeles County, California",2570,100.0,2487,96.8,2487,100.0,1632,65.6,1318,53.0,314,12.6,855,34.4
1400000US06037311000,06037311000,"Census Tract 3110, Los Angeles County, California",1480,100.0,1418,95.8,1418,100.0,841,59.3,677,47.7,164,11.6,577,40.7
1400000US06037311100,06037311100,"Census Tract 3111, Los Angeles County, California",1399,100.0,1353,96.7,1353,100.0,979,72.4,794,58.7,185,13.7,374,27.6
1400000US06037311200,06037311200,"Census Tract 3112, Los Angeles County, California",1322,100.0,1256,95.0,1256,100.0,693,55.2,562,44.7,131,10.4,563,44.8
1400000US06037311300,06037311300,"Census Tract 3113, Los Angeles County, California",1525,100.0,1472,96.5,1472,100.0,1011,68.7,815,55.4,196,13.3,461,31.3
1400000US06037311400,06037311400,"Census Tract 3114, Los Angeles County, California",1036,100.0,972,93.8,972,100.0,649,66.8,521,53.6,128,13.2,323,33.2
1400000US06037311500,06037311500,"Census Tract 3115, Los Angeles County, California",2502,100.0,2385,95.3,2385,100.0,1067,44.7,825,34.6,242,10.1,1318,55.3
1400000US06037311600,06037311600,"Census Tract 3116, Los Angeles County, California",4124,100.0,3899,94.5,3899,100.0,1103,28.3,864,22.2,239,6.1,2796,71.7
1400000US06037311700,06037311700,"Census Tract 3117, Los Angeles County, California",2768,100.0,2607,94.2,2607,100.0,1370,52.6,1087,41.7,283,10.9,1237,47.4
1400000US06037311801,06037311801,"Census Tract 3118.01, Los Angeles County, California",1368,100.0,1269,92.8,1269,100.0,326,25.7,271,21.4,55,4.3,943,74.3
1400000US06037311802,06037311802,"Census Tract 3118.02, Los Angeles County, California",1525,100.0,1377,90.3,1377,100.0,246,17.9,207,15.0,39,2.8,1131,82.1
1400000US06037320000,06037320000,"Census Tract 3200, Los Angeles County, California",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1400000US06037320100,06037320100,"Census Tract 3201, Los Angeles County, California",1773,100.0,1693,95.5,1693,100.0,1258,74.3,1071,63.3,187,11.0,435,25.7
1400000US06037320201,06037320201,"Census Tract 3202.01, Los Angeles County, California",1135,100.0,1051,92.6,1051,100.0,197,18.7,158,15.0,39,3.7,854,81.3
1400000US06037320202,06037320202,"Census Tract 3202.02, Los Angeles County, California",1519,100.0,1433,94.3,1433,100.0,926,64.6,746,52.1,180,12.6,507,35.4
1400000US06037320300,06037320300,"Census Tract 3203, Los Angeles County, California",1864,100.0,1790,96.0,1790,100.0,871,48.7,607,33.9,264,14.7,919,51.3
1400000US06037400204,06037400204,"Census Tract 4002.04, Los Angeles County, California",2192,100.0,2162,98.6,2162,100.0,2045,94.6,1699,78.6,346,16.0,117,5.4
1400000US06037400205,06037400205,"Census Tract 4002.05, Los Angeles County, California",1055,100.0,1000,94.8,1000,100.0,932,93.2,744,74.4,188,18.8,68,6.8
1400000US06037400206,06037400206,"Census Tract 4002.06, Los Angeles County, California",1837,100.0,1801,98.0,1801,100.0,1705,94.7,1323,73.5,382,21.2,96,5.3
1400000US06037400207,06037400207,"Census Tract 4002.07, Los Angeles County, California",1585,100.0,1557,98.2,1557,100.0,1469,94.3,1148,73.7,321,20.6,88,5.7
1400000US06037400302,06037400302,"Census Tract 4003.02, Los Angeles County, California",1177,100.0,1157,98.3,1157,100.0,758,65.5,642,55.5,116,10.0,399,34.5
1400000US06037400304,06037400304,"Census Tract 4003.04, Los Angeles County, California",2560,100.0,2433,95.0,2433,100.0,1360,55.9,1102,45.3,258,10.6,1073,44.1
1400000US06037400402,06037400402,"Census Tract 4004.02, Los Angeles County, California",1448,100.0,1410,97.4,1410,100.0,1160,82.3,923,65.5,237,16.8,250,17.7
1400000US06037400403,06037400403,"Census Tract 4004.03, Los Angeles County, California",1416,100.0,1359,96.0,1359,100.0,956,70.3,824,60.6,132,9.7,403,29.7
1400000US06037400404,06037400404,"Census Tract 4004.04, Los Angeles County, California",1526,100.0,1491,97.7,1491,100.0,1399,93.8,1067,71.6,332,22.3,92,6.2
1400000US06037400501,06037400501,"Census Tract 4005.01, Los Angeles County, California",734,100.0,712,97.0,712,100.0,677,95.1,503,70.6,174,24.4,35,4.9
1400000US06037400602,06037400602,"Census Tract 4006.02, Los Angeles County, California",1476,100.0,1399,94.8,1399,100.0,741,53.0,578,41.3,163,11.7,658,47.0
1400000US06037400603,06037400603,"Census Tract 4006.03, Los Angeles County, California",1989,100.0,1903,95.7,1903,100.0,1298,68.2,1162,61.1,136,7.1,605,31.8
1400000US06037400604,06037400604,"Census Tract 4006.04, Los Angeles County, California",1069,100.0,1006,94.1,1006,100.0,622,61.8,536,53.3,86,8.5,384,38.2
1400000US06037400800,06037400800,"Census Tract 4008, Los Angeles County, California",826,100.0,788,95.4,788,100.0,656,83.2,397,50.4,259,32.9,132,16.8
1400000US06037400900,06037400900,"Census Tract 4009, Los Angeles County, California",1540,100.0,1463,95.0,1463,100.0,1074,73.4,841,57.5,233,15.9,389,26.6
1400000US06037401001,06037401001,"Census Tract 4010.01, Los Angeles County, California",1059,100.0,1043,98.5,1043,100.0,972,93.2,741,71.0,231,22.1,71,6.8
1400000US06037401002,06037401002,"Census Tract 4010.02, Los Angeles County, California",1707,100.0,1625,95.2,1625,100.0,805,49.5,617,38.0,188,11.6,820,50.5
1400000US06037401101,06037401101,"Census Tract 4011.01, Los Angeles County, California",2111,100.0,1996,94.6,1996,100.0,876,43.9,658,33.0,218,10.9,1120,56.1
1400000US06037401102,06037401102,"Census Tract 4011.02, Los Angeles County, California",1195,100.0,1144,95.7,1144,100.0,543,47.5,358,31.3,185,16.2,601,52.5
1400000US06037401201,06037401201,"Census Tract 4012.01, Los Angeles County, California",1097,100.0,1063,96.9,1063,100.0,875,82.3,723,68.0,152,14.3,188,17.7
1400000US06037401202,06037401202,"Census Tract 4012.02, Los Angeles County, California",1406,100.0,1375,97.8,1375,100.0,1165,84.7,967,70.3,198,14.4,210,15.3
1400000US06037401203,06037401203,"Census Tract 4012.03, Los Angeles County, California",1739,100.0,1674,96.3,1674,100.0,1294,77.3,1002,59.9,292,17.4,380,22.7
1400000US06037401303,06037401303,"Census Tract 4013.03, Los Angeles County, California",777,100.0,757,97.4,757,100.0,707,93.4,611,80.7,96,12.7,50,6.6
1400000US06037401304,06037401304,"Census Tract 4013.04, Los Angeles County, California",2123,100.0,2056,96.8,2056,100.0,1815,88.3,1423,69.2,392,19.1,241,11.7
1400000US06037401311,06037401311,"Census Tract 4013.11, Los Angeles County, California",2473,100.0,2362,95.5,2362,100.0,1482,62.7,1244,52.7,238,10.1,880,37.3
