GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08
Id,Id2,Geography,Number; OCCUPANCY STATUS - Total housing units,Percent; OCCUPANCY STATUS - Total housing units,Number; OCCUPANCY STATUS - Total housing units - Occupied housing units,Percent; OCCUPANCY STATUS - Total housing units - Occupied housing units,Number; TENURE - Occupied housing units,Percent; TENURE - Occupied housing units,Number; TENURE - Occupied housing units - Owner occupied,Percent; TENURE - Occupied housing units - Owner occupied,Number; TENURE - Occupied housing units - Owner occupied - Owned with a mortgage or loan,Percent; TENURE - Occupied housing units - Owner occupied - Owned with a mortgage or loan,Number; TENURE - Occupied housing units - Owner occupied - Owned free and clear,Percent; TENURE - Occupied housing units - Owner occupied - Owned free and clear,Number; TENURE - Occupied housing units - Renter occupied,Percent; TENURE - Occupied housing units - Renter occupied
1400000US06001410000,06001410000,"Census Tract 4100, Alameda County, California",1179,100.0,1137,96.4,1137,100.0,991,87.2,771,67.8,220,19.3,146,12.8
1400000US06001410100,06001410100,"Census Tract 4101, Alameda County, California",1003,100.0,899,89.6,899,100.0,555,61.7,489,54.4,66,7.3,344,38.3
1400000US06001410200,06001410200,"Census Tract 4102, Alameda County, California",1179,100.0,1027,87.1,1027,100.0,482,46.9,413,40.2,69,6.7,545,53.1
1400000US06001410300,06001410300,"Census Tract 4103, Alameda County, California",1044,100.0,892,85.4,892,100.0,364,40.8,307,34.4,57,6.4,528,59.2
1400000US06001410400,06001410400,"Census Tract 4104, Alameda County, California",1352,100.0,1235,91.3,1235,100.0,773,62.6,663,53.7,110,8.9,462,37.4
1400000US06001410500,06001410500,"Census Tract 4105, Alameda County, California",948,100.0,848,89.5,848,100.0,113,13.3,89,10.5,24,2.8,735,86.7
1400000US06001420100,06001420100,"Census Tract 4201, Alameda County, California",926,100.0,888,95.9,888,100.0,647,72.9,463,52.1,184,20.7,241,27.1
1400000US06001420200,06001420200,"Census Tract 4202, Alameda County, California",1307,100.0,1217,93.1,1217,100.0,471,38.7,355,29.2,116,9.5,746,61.3
1400000US06001420300,06001420300,"Census Tract 4203, Alameda County, California",2140,100.0,1987,92.9,1987,100.0,1037,52.2,772,38.9,265,13.3,950,47.8
1400000US06001420400,06001420400,"Census Tract 4204, Alameda County, California",1185,100.0,1094,92.3,1094,100.0,2,0.2,0,0.0,2,0.2,1092,99.8
1400000US06001420500,06001420500,"Census Tract 4205, Alameda County, California",995,100.0,932,93.7,932,100.0,452,48.5,349,37.4,103,11.1,480,51.5
1400000US06001420600,06001420600,"Census Tract 4206, Alameda County, California",1336,100.0,1283,96.0,1283,100.0,965,75.2,697,54.3,268,20.9,318,24.8
1400000US06001421100,06001421100,"Census Tract 4211, Alameda County, California",886,100.0,842,95.0,842,100.0,765,90.9,521,61.9,244,29.0,77,9.1
1400000US06001421200,06001421200,"Census Tract 4212, Alameda County, California",1547,100.0,1464,94.6,1464,100.0,1320,90.2,909,62.1,411,28.1,144,9.8
1400000US06001421300,06001421300,"Census Tract 4213, Alameda County, California",1750,100.0,1672,95.5,1672,100.0,1367,81.8,950,56.8,417,24.9,305,18.2
1400000US06001421400,06001421400,"Census Tract 4214, Alameda County, California",695,100.0,663,95.4,663,100.0,546,82.4,382,57.6,164,24.7,117,17.6
1400000US06001421500,06001421500,"Census Tract 4215, Alameda County, California",1647,100.0,1555,94.4,1555,100.0,1282,82.4,871,56.0,411,26.4,273,17.6
1400000US06001421600,06001421600,"Census Tract 4216, Alameda County, California",1707,100.0,1589,93.1,1589,100.0,1169,73.6,775,48.8,394,24.8,420,26.4
1400000US06001421700,06001421700,"Census Tract 4217, Alameda County, California",1679,100.0,1574,93.7,1574,100.0,542,34.4,363,23.1,179,11.4,1032,65.6
1400000US06001421800,06001421800,"Census Tract 4218, Alameda County, California",931,100.0,886,95.2,886,100.0,599,67.6,417,47.1,182,20.5,287,32.4
1400000US06001421900,06001421900,"Census Tract 4219, Alameda County, California",1792,100.0,1689,94.3,1689,100.0,1070,63.4,810,48.0,260,15.4,619,36.6
1400000US06001422000,06001422000,"Census Tract 4220, Alameda County, California",729,100.0,667,91.5,667,100.0,267,40.0,192,28.8,75,11.2,400,60.0
1400000US06001422100,06001422100,"Census Tract 4221, Alameda County, California",1255,100.0,1114,88.8,1114,100.0,491,44.1,379,34.0,112,10.1,623,55.9
1400000US06001422200,06001422200,"Census Tract 4222, Alameda County, California",1629,100.0,1527,93.7,1527,100.0,659,43.2,487,31.9,172,11.3,868,56.8
1400000US06001422300,06001422300,"Census Tract 4223, Alameda County, California",1802,100.0,1661,92.2,1661,100.0,595,35.8,434,26.1,161,9.7,1066,64.2
1400000US06001422400,06001422400,"Census Tract 4224, Alameda County, California",2378,100.0,2198,92.4,2198,100.0,256,11.6,184,8.4,72,3.3,1942,88.4
1400000US06001422500,06001422500,"Census Tract 4225, Alameda County, California",1711,100.0,1575,92.1,1575,100.0,278,17.7,173,11.0,105,6.7,1297,82.3
1400000US06001422600,06001422600,"Census Tract 4226, Alameda County, California",14,100.0,12,85.7,12,100.0,8,66.7,5,41.7,3,25.0,4,33.3
1400000US06001422700,06001422700,"Census Tract 4227, Alameda County, California",1383,100.0,1303,94.2,1303,100.0,124,9.5,87,6.7,37,2.8,1179,90.5
1400000US06001422800,06001422800,"Census Tract 4228, Alameda County, California",1691,100.0,1561,92.3,1561,100.0,14,0.9,6,0.4,8,0.5,1547,99.1
1400000US06001422900,06001422900,"Census Tract 4229, Alameda County, California",2171,100.0,2079,95.8,2079,100.0,29,1.4,16,0.8,13,0.6,2050,98.6
1400000US06001423000,06001423000,"Census Tract 4230, Alameda County, California",2208,100.0,2071,93.8,2071,100.0,828,40.0,638,30.8,190,9.2,1243,60.0
1400000US06001423100,06001423100,"Census Tract 4231, Alameda County, California",1967,100.0,1848,94.0,1848,100.0,764,41.3,584,31.6,180,9.7,1084,58.7
1400000US06001423200,06001423200,"Census Tract 4232, Alameda County, California",1168,100.0,1077,92.2,1077,100.0,349,32.4,282,26.2,67,6.2,728,67.6
1400000US06001423300,06001423300,"Census Tract 4233, Alameda County, California",1745,100.0,1621,92.9,1621,100.0,801,49.4,651,40.2,150,9.3,820,50.6
1400000US06001423400,06001423400,"Census Tract 4234, Alameda County, California",2196,100.0,1996,90.9,1996,100.0,717,35.9,590,29.6,127,6.4,1279,64.1
1400000US06001423500,06001423500,"Census Tract 4235, Alameda County, California",1577,100.0,1479,93.8,1479,100.0,397,26.8,295,19.9,102,6.9,1082,73.2
1400000US06001423601,06001423601,"Census Tract 4236.01, Alameda County, California",1321,100.0,1190,90.1,1190,100.0,466,39.2,359,30.2,107,9.0,724,60.8
1400000US06001423602,06001423602,"Census Tract 4236.02, Alameda County, California",2716,100.0,2512,92.5,2512,100.0,309,12.3,200,8.0,109,4.3,2203,87.7
1400000US06001423700,06001423700,"Census Tract 4237, Alameda County, California",1501,100.0,1395,92.9,1395,100.0,516,37.0,362,25.9,154,11.0,879,63.0
1400000US06001423800,06001423800,"Census Tract 4238, Alameda County, California",1324,100.0,1248,94.3,1248,100.0,975,78.1,670,53.7,305,24.4,273,21.9
1400000US06001423901,06001423901,"Census Tract 4239.01, Alameda County, California",950,100.0,883,92.9,883,100.0,317,35.9,246,27.9,71,8.0,566,64.1
1400000US06001423902,06001423902,"Census Tract 4239.02, Alameda County, California",801,100.0,751,93.8,751,100.0,293,39.0,222,29.6,71,9.5,458,61.0
1400000US06001424001,06001424001,"Census Tract 4240.01, Alameda County, California",1585,100.0,1420,89.6,1420,100.0,368,25.9,308,21.7,60,4.2,1052,74.1
1400000US06001424002,06001424002,"Census Tract 4240.02, Alameda County, California",998,100.0,907,90.9,907,100.0,365,40.2,288,31.8,77,8.5,542,59.8
1400000US06001425101,06001425101,"Census Tract 4251.01, Alameda County, California",1293,100.0,1138,88.0,1138,100.0,577,50.7,404,35.5,173,15.2,561,49.3
1400000US06001425102,06001425102,"Census Tract 4251.02, Alameda County, California",1893,100.0,1641,86.7,1641,100.0,392,23.9,322,19.6,70,4.3,1249,76.1
1400000US06001425103,06001425103,"Census Tract 4251.03, Alameda County, California",1424,100.0,1276,89.6,1276,100.0,514,40.3,476,37.3,38,3.0,762,59.7
1400000US06001425104,06001425104,"Census Tract 4251.04, Alameda County, California",2036,100.0,1639,80.5,1639,100.0,530,32.3,477,29.1,53,3.2,1109,67.7
1400000US06001426100,06001426100,"Census Tract 4261, Alameda County, California",2189,100.0,2116,96.7,2116,100.0,1958,92.5,1412,66.7,546,25.8,158,7.5
1400000US06001426200,06001426200,"Census Tract 4262, Alameda County, California",1735,100.0,1685,97.1,1685,100.0,1400,83.1,1060,62.9,340,20.2,285,16.9
1400000US06001427100,06001427100,"Census Tract 4271, Alameda County, California",1469,100.0,1391,94.7,1391,100.0,1004,72.2,773,55.6,231,16.6,387,27.8
1400000US06001427200,06001427200,"Census Tract 4272, Alameda County, California",1730,100.0,1595,92.2,1595,100.0,625,39.2,481,30.2,144,9.0,970,60.8
1400000US06001427300,06001427300,"Census Tract 4273, Alameda County, California",2212,100.0,2082,94.1,2082,100.0,985,47.3,674,32.4,311,14.9,1097,52.7
1400000US06001427600,06001427600,"Census Tract 4276, Alameda County, California",1881,100.0,1712,91.0,1712,100.0,350,20.4,217,12.7,133,7.8,1362,79.6
1400000US06001427700,06001427700,"Census Tract 4277, Alameda County, California",2429,100.0,2253,92.8,2253,100.0,771,34.2,569,25.3,202,9.0,1482,65.8
1400000US06001427800,06001427800,"Census Tract 4278, Alameda County, California",2136,100.0,1992,93.3,1992,100.0,768,38.6,585,29.4,183,9.2,1224,61.4
1400000US06001427900,06001427900,"Census Tract 4279, Alameda County, California",2224,100.0,2090,94.0,2090,100.0,755,36.1,580,27.8,175,8.4,1335,63.9
1400000US06001428000,06001428000,"Census Tract 4280, Alameda County, California",1429,100.0,1329,93.0,1329,100.0,201,15.1,150,11.3,51,3.8,1128,84.9
1400000US06001428100,06001428100,"Census Tract 4281, Alameda County, California",2056,100.0,1950,94.8,1950,100.0,984,50.5,742,38.1,242,12.4,966,49.5
1400000US06001428200,06001428200,"Census Tract 4282, Alameda County, California",2762,100.0,2615,94.7,2615,100.0,1502,57.4,1126,43.1,376,14.4,1113,42.6
1400000US06001428301,06001428301,"Census Tract 4283.01, Alameda County, California",2536,100.0,2437,96.1,2437,100.0,1887,77.4,1399,57.4,488,20.0,550,22.6
1400000US06001428302,06001428302,"Census Tract 4283.02, Alameda County, California",2728,100.0,2661,97.5,2661,100.0,2315,87.0,1835,69.0,480,18.0,346,13.0
1400000US06001428400,06001428400,"Census Tract 4284, Alameda County, California",2013,100.0,1862,92.5,1862,100.0,582,31.3,419,22.5,163,8.8,1280,68.7
1400000US06001428500,06001428500,"Census Tract 4285, Alameda County, California",1558,100.0,1431,91.8,1431,100.0,478,33.4,331,23.1,147,10.3,953,66.6
1400000US06001428600,06001428600,"Census Tract 4286, Alameda County, California",1638,100.0,1547,94.4,1547,100.0,795,51.4,535,34.6,260,16.8,752,48.6
1400000US06001428700,06001428700,"Census Tract 4287, Alameda County, California",1550,100.0,1176,75.9,1176,100.0,486,41.3,448,38.1,38,3.2,690,58.7
1400000US06001430101,06001430101,"Census Tract 4301.01, Alameda County, California",2269,100.0,2202,97.0,2202,100.0,1957,88.9,1687,76.6,270,12.3,245,11.1
1400000US06001430102,06001430102,"Census Tract 4301.02, Alameda County, California",924,100.0,894,96.8,894,100.0,794,88.8,588,65.8,206,23.0,100,11.2
1400000US06001430200,06001430200,"Census Tract 4302, Alameda County, California",2525,100.0,2444,96.8,2444,100.0,2196,89.9,1645,67.3,551,22.5,248,10.1
1400000US06001430300,06001430300,"Census Tract 4303, Alameda County, California",1354,100.0,1320,97.5,1320,100.0,1163,88.1,838,63.5,325,24.6,157,11.9
1400000US06001430400,06001430400,"Census Tract 4304, Alameda County, California",765,100.0,747,97.6,747,100.0,682,91.3,491,65.7,191,25.6,65,8.7
1400000US06001430500,06001430500,"Census Tract 4305, Alameda County, California",2138,100.0,2020,94.5,2020,100.0,1141,56.5,908,45.0,233,11.5,879,43.5
1400000US06001430600,06001430600,"Census Tract 4306, Alameda County, California",2180,100.0,2101,96.4,2101,100.0,1753,83.4,1350,64.3,403,19.2,348,16.6
1400000US06001430700,06001430700,"Census Tract 4307, Alameda County, California",1398,100.0,1342,96.0,1342,100.0,1033,77.0,776,57.8,257,19.2,309,23.0
1400000US06001430800,06001430800,"Census Tract 4308, Alameda County, California",2214,100.0,2097,94.7,2097,100.0,1383,66.0,973,46.4,410,19.6,714,34.0
1400000US06001430900,06001430900,"Census Tract 4309, Alameda County, California",1899,100.0,1785,94.0,1785,100.0,364,20.4,271,15.2,93,5.2,1421,79.6
1400000US06001431000,06001431000,"Census Tract 4310, Alameda County, California",1231,100.0,1158,94.1,1158,100.0,438,37.8,240,20.7,198,17.1,720,62.2
1400000US06001431100,06001431100,"Census Tract 4311, Alameda County, California",1390,100.0,1295,93.2,1295,100.0,449,34.7,361,27.9,88,6.8,846,65.3
1400000US06001431200,06001431200,"Census Tract 4312, Alameda County, California",2691,100.0,2531,94.1,2531,100.0,1366,54.0,1119,44.2,247,9.8,1165,46.0
1400000US06001432100,06001432100,"Census Tract 4321, Alameda County, California",1498,100.0,1439,96.1,1439,100.0,1058,73.5,848,58.9,210,14.6,381,26.5
1400000US06001432200,06001432200,"Census Tract 4322, Alameda County, California",1784,100.0,1681,94.2,1681,100.0,772,45.9,623,37.1,149,8.9,909,54.1
1400000US06001432300,06001432300,"Census Tract 4323, Alameda County, California",1728,100.0,1620,93.8,1620,100.0,1004,62.0,855,52.8,149,9.2,616,38.0
1400000US06001432400,06001432400,"Census Tract 4324, Alameda County, California",1923,100.0,1822,94.7,1822,100.0,882,48.4,658,36.1,224,12.3,940,51.6
1400000US06001432501,06001432501,"Census Tract 4325.01, Alameda County, California",1517,100.0,1462,96.4,1462,100.0,824,56.4,556,38.0,268,18.3,638,43.6
1400000US06001432502,06001432502,"Census Tract 4325.02, Alameda County, California",1466,100.0,1398,95.4,1398,100.0,787,56.3,625,44.7,162,11.6,611,43.7
1400000US06001432600,06001432600,"Census Tract 4326, Alameda County, California",3073,100.0,2867,93.3,2867,100.0,864,30.1,676,23.6,188,6.6,2003,69.9
1400000US06001432700,06001432700,"Census Tract 4327, Alameda County, California",1080,100.0,1013,93.8,1013,100.0,714,70.5,537,53.0,177,17.5,299,29.5
1400000US06001432800,06001432800,"Census Tract 4328, Alameda County, California",1497,100.0,1425,95.2,1425,100.0,1155,81.1,812,57.0,343,24.1,270,18.9
1400000US06001433000,06001433000,"Census Tract 4330, Alameda County, California",1478,100.0,1412,95.5,1412,100.0,1102,78.0,755,53.5,347,24.6,310,22.0
1400000US06001433102,06001433102,"Census Tract 4331.02, Alameda County, California",1386,100.0,1333,96.2,1333,100.0,829,62.2,566,42.5,263,19.7,504,37.8
1400000US06001433103,06001433103,"Census Tract 4331.03, Alameda County, California",1547,100.0,1442,93.2,1442,100.0,314,21.8,221,15.3,93,6.4,1128,78.2
1400000US06001433104,06001433104,"Census Tract 4331.04, Alameda County, California",1903,100.0,1684,88.5,1684,100.0,541,32.1,326,19.4,215,12.8,1143,67.9
1400000US06001433200,06001433200,"Census Tract 4332, Alameda County, California",2843,100.0,2730,96.0,2730,100.0,1163,42.6,810,29.7,353,12.9,1567,57.4
1400000US06001433300,06001433300,"Census Tract 4333, Alameda County, California",2240,100.0,2155,96.2,2155,100.0,1718,79.7,1214,56.3,504,23.4,437,20.3
1400000US06001433400,06001433400,"Census Tract 4334, Alameda County, California",2333,100.0,2236,95.8,2236,100.0,1867,83.5,1329,59.4,538,24.1,369,16.5
1400000US06001433500,06001433500,"Census Tract 4335, Alameda County, California",1425,100.0,1374,96.4,1374,100.0,1131,82.3,763,55.5,368,26.8,243,17.7
1400000US06001433600,06001433600,"Census Tract 4336, Alameda County, California",2164,100.0,2054,94.9,2054,100.0,1205,58.7,833,40.6,372,18.1,849,41.3
1400000US06001433700,06001433700,"Census Tract 4337, Alameda County, California",1076,100.0,1004,93.3,1004,100.0,410,40.8,332,33.1,78,7.8,594,59.2
1400000US06001433800,06001433800,"Census Tract 4338, Alameda County, California",2573,100.0,2426,94.3,2426,100.0,1141,47.0,862,35.5,279,11.5,1285,53.0
1400000US06001433900,06001433900,"Census Tract 4339, Alameda County, California",2352,100.0,2201,93.6,2201,100.0,386,17.5,293,13.3,93,4.2,1815,82.5
1400000US06001434000,06001434000,"Census Tract 4340, Alameda County, California",1795,100.0,1676,93.4,1676,100.0,584,34.8,421,25.1,163,9.7,1092,65.2
1400000US06001435102,06001435102,"Census Tract 4351.02, Alameda County, California",1648,100.0,1568,95.1,1568,100.0,1171,74.7,979,62.4,192,12.2,397,25.3
1400000US06001435103,06001435103,"Census Tract 4351.03, Alameda County, California",2130,100.0,2045,96.0,2045,100.0,1885,92.2,1687,82.5,198,9.7,160,7.8
1400000US06001435104,06001435104,"Census Tract 4351.04, Alameda County, California",2096,100.0,1923,91.7,1923,100.0,582,30.3,499,25.9,83,4.3,1341,69.7
1400000US06001435200,06001435200,"Census Tract 4352, Alameda County, California",1429,100.0,1375,96.2,1375,100.0,1079,78.5,934,67.9,145,10.5,296,21.5
1400000US06001435300,06001435300,"Census Tract 4353, Alameda County, California",1738,100.0,1609,92.6,1609,100.0,647,40.2,518,32.2,129,8.0,962,59.8
1400000US06001435400,06001435400,"Census Tract 4354, Alameda County, California",2161,100.0,1934,89.5,1934,100.0,537,27.8,485,25.1,52,2.7,1397,72.2
1400000US06001435500,06001435500,"Census Tract 4355, Alameda County, California",1515,100.0,1398,92.3,1398,100.0,438,31.3,350,25.0,88,6.3,960,68.7
1400000US06001435601,06001435601,"Census Tract 4356.01, Alameda County, California",1611,100.0,1492,92.6,1492,100.0,406,27.2,327,21.9,79,5.3,1086,72.8
1400000US06001435602,06001435602,"Census Tract 4356.02, Alameda County, California",1746,100.0,1648,94.4,1648,100.0,547,33.2,428,26.0,119,7.2,1101,66.8
1400000US06001435700,06001435700,"Census Tract 4357, Alameda County, California",1527,100.0,1461,95.7,1461,100.0,981,67.1,756,51.7,225,15.4,480,32.9
1400000US06001435800,06001435800,"Census Tract 4358, Alameda County, California",1666,100.0,1617,97.1,1617,100.0,1233,76.3,963,59.6,270,16.7,384,23.7
1400000US06001435900,06001435900,"Census Tract 4359, Alameda County, California",1696,100.0,1639,96.6,1639,100.0,1366,83.3,947,57.8,419,25.6,273,16.7
1400000US06001436000,06001436000,"Census Tract 4360, Alameda County, California",1474,100.0,1436,97.4,1436,100.0,1182,82.3,889,61.9,293,20.4,254,17.7
1400000US06001436100,06001436100,"Census Tract 4361, Alameda County, California",1800,100.0,1733,96.3,1733,100.0,1018,58.7,788,45.5,230,13.3,715,41.3
1400000US06001436200,06001436200,"Census Tract 4362, Alameda County, California",1287,100.0,1216,94.5,1216,100.0,186,15.3,146,12.0,40,3.3,1030,84.7
1400000US06001436300,06001436300,"Census Tract 4363, Alameda County, California",2290,100.0,2152,94.0,2152,100.0,596,27.7,494,23.0,102,4.7,1556,72.3
1400000US06001436401,06001436401,"Census Tract 4364.01, Alameda County, California",3042,100.0,2734,89.9,2734,100.0,1476,54.0,1220,44.6,256,9.4,1258,46.0
1400000US06001436402,06001436402,"Census Tract 4364.02, Alameda County, California",1051,100.0,994,94.6,994,100.0,904,90.9,694,69.8,210,21.1,90,9.1
1400000US06001436500,06001436500,"Census Tract 4365, Alameda County, California",1843,100.0,1699,92.2,1699,100.0,395,23.2,320,18.8,75,4.4,1304,76.8
1400000US06001436601,06001436601,"Census Tract 4366.01, Alameda County, California",1937,100.0,1790,92.4,1790,100.0,693,38.7,527,29.4,166,9.3,1097,61.3
1400000US06001436602,06001436602,"Census Tract 4366.02, Alameda County, California",1718,100.0,1599,93.1,1599,100.0,377,23.6,331,20.7,46,2.9,1222,76.4
1400000US06001436700,06001436700,"Census Tract 4367, Alameda County, California",1050,100.0,1004,95.6,1004,100.0,521,51.9,383,38.1,138,13.7,483,48.1
1400000US06001436800,06001436800,"Census Tract 4368, Alameda County, California",1366,100.0,1318,96.5,1318,100.0,623,47.3,498,37.8,125,9.5,695,52.7
1400000US06001436900,06001436900,"Census Tract 4369, Alameda County, California",1926,100.0,1820,94.5,1820,100.0,779,42.8,593,32.6,186,10.2,1041,57.2
1400000US06001437000,06001437000,"Census Tract 4370, Alameda County, California",1269,100.0,1196,94.2,1196,100.0,923,77.2,719,60.1,204,17.1,273,22.8
1400000US06001437101,06001437101,"Census Tract 4371.01, Alameda County, California",1880,100.0,1812,96.4,1812,100.0,1518,83.8,1275,70.4,243,13.4,294,16.2
1400000US06001437102,06001437102,"Census Tract 4371.02, Alameda County, California",1465,100.0,1387,94.7,1387,100.0,691,49.8,584,42.1,107,7.7,696,50.2
1400000US06001437200,06001437200,"Census Tract 4372, Alameda County, California",2435,100.0,2327,95.6,2327,100.0,1424,61.2,985,42.3,439,18.9,903,38.8
1400000US06001437300,06001437300,"Census Tract 4373, Alameda County, California",943,100.0,883,93.6,883,100.0,488,55.3,395,44.7,93,10.5,395,44.7
1400000US06001437400,06001437400,"Census Tract 4374, Alameda County, California",954,100.0,925,97.0,925,100.0,772,83.5,595,64.3,177,19.1,153,16.5
1400000US06001437500,06001437500,"Census Tract 4375, Alameda County, California",1189,100.0,1128,94.9,1128,100.0,311,27.6,246,21.8,65,5.8,817,72.4
1400000US06001437600,06001437600,"Census Tract 4376, Alameda County, California",940,100.0,894,95.1,894,100.0,510,57.0,400,44.7,110,12.3,384,43.0
1400000US06001437701,06001437701,"Census Tract 4377.01, Alameda County, California",1107,100.0,1005,90.8,1005,100.0,198,19.7,172,17.1,26,2.6,807,80.3
1400000US06001437702,06001437702,"Census Tract 4377.02, Alameda County, California",1111,100.0,1030,92.7,1030,100.0,72,7.0,57,5.5,15,1.5,958,93.0
1400000US06001437800,06001437800,"Census Tract 4378, Alameda County, California",1393,100.0,1307,93.8,1307,100.0,962,73.6,799,61.1,163,12.5,345,26.4
1400000US06001437900,06001437900,"Census Tract 4379, Alameda County, California",708,100.0,666,94.1,666,100.0,281,42.2,232,34.8,49,7.4,385,57.8
1400000US06001438000,06001438000,"Census Tract 4380, Alameda County, California",1124,100.0,1089,96.9,1089,100.0,719,66.0,571,52.4,148,13.6,370,34.0
1400000US06001438100,06001438100,"Census Tract 4381, Alameda County, California",2185,100.0,2125,97.3,2125,100.0,1579,74.3,1318,62.0,261,12.3,546,25.7
1400000US06001438201,06001438201,"Census Tract 4382.01, Alameda County, California",1245,100.0,1195,96.0,1195,100.0,971,81.3,682,57.1,289,24.2,224,18.7
1400000US06001438203,06001438203,"Census Tract 4382.03, Alameda County, California",1263,100.0,1200,95.0,1200,100.0,937,78.1,649,54.1,288,24.0,263,21.9
1400000US06001438204,06001438204,"Census Tract 4382.04, Alameda County, California",1925,100.0,1828,95.0,1828,100.0,1446,79.1,838,45.8,608,33.3,382,20.9
1400000US06001438300,06001438300,"Census Tract 4383, Alameda County, California",924,100.0,877,94.9,877,100.0,667,76.1,563,64.2,104,11.9,210,23.9
1400000US06001438400,06001438400,"Census Tract 4384, Alameda County, California",746,100.0,729,97.7,729,100.0,621,85.2,427,58.6,194,26.6,108,14.8
1400000US06001440100,06001440100,"Census Tract 4401, Alameda County, California",1027,100.0,875,85.2,875,100.0,421,48.1,367,41.9,54,6.2,454,51.9
1400000US06001440200,06001440200,"Census Tract 4402, Alameda County, California",1492,100.0,1434,96.1,1434,100.0,739,51.5,570,39.7,169,11.8,695,48.5
1400000US06001440301,06001440301,"Census Tract 4403.01, Alameda County, California",2195,100.0,2106,95.9,2106,100.0,1534,72.8,1187,56.4,347,16.5,572,27.2
1400000US06001440304,06001440304,"Census Tract 4403.04, Alameda County, California",1316,100.0,1283,97.5,1283,100.0,812,63.3,701,54.6,111,8.7,471,36.7
1400000US06001440305,06001440305,"Census Tract 4403.05, Alameda County, California",1023,100.0,1000,97.8,1000,100.0,804,80.4,675,67.5,129,12.9,196,19.6
1400000US06001440306,06001440306,"Census Tract 4403.06, Alameda County, California",1036,100.0,987,95.3,987,100.0,727,73.7,653,66.2,74,7.5,260,26.3
1400000US06001440307,06001440307,"Census Tract 4403.07, Alameda County, California",1626,100.0,1555,95.6,1555,100.0,1159,74.5,741,47.7,418,26.9,396,25.5
1400000US06001440308,06001440308,"Census Tract 4403.08, Alameda County, California",2019,100.0,1951,96.6,1951,100.0,999,51.2,791,40.5,208,10.7,952,48.8
1400000US06001440331,06001440331,"Census Tract 4403.31, Alameda County, California",942,100.0,899,95.4,899,100.0,442,49.2,391,43.5,51,5.7,457,50.8
1400000US06001440332,06001440332,"Census Tract 4403.32, Alameda County, California",872,100.0,866,99.3,866,100.0,792,91.5,718,82.9,74,8.5,74,8.5
1400000US06001440333,06001440333,"Census Tract 4403.33, Alameda County, California",828,100.0,799,96.5,799,100.0,650,81.4,594,74.3,56,7.0,149,18.6
1400000US06001440334,06001440334,"Census Tract 4403.34, Alameda County, California",1070,100.0,1045,97.7,1045,100.0,847,81.1,710,67.9,137,13.1,198,18.9
1400000US06001440335,06001440335,"Census Tract 4403.35, Alameda County, California",2225,100.0,2172,97.6,2172,100.0,1276,58.7,1216,56.0,60,2.8,896,41.3
1400000US06001440336,06001440336,"Census Tract 4403.36, Alameda County, California",1480,100.0,1402,94.7,1402,100.0,794,56.6,632,45.1,162,11.6,608,43.4
1400000US06001441100,06001441100,"Census Tract 4411, Alameda County, California",1728,100.0,1635,94.6,1635,100.0,1230,75.2,913,55.8,317,19.4,405,24.8
1400000US06001441200,06001441200,"Census Tract 4412, Alameda County, California",2641,100.0,2496,94.5,2496,100.0,1601,64.1,1294,51.8,307,12.3,895,35.9
1400000US06001441301,06001441301,"Census Tract 4413.01, Alameda County, California",1199,100.0,1163,97.0,1163,100.0,552,47.5,464,39.9,88,7.6,611,52.5
1400000US06001441302,06001441302,"Census Tract 4413.02, Alameda County, California",1855,100.0,1814,97.8,1814,100.0,1259,69.4,987,54.4,272,15.0,555,30.6
1400000US06001441401,06001441401,"Census Tract 4414.01, Alameda County, California",2346,100.0,2271,96.8,2271,100.0,1470,64.7,1264,55.7,206,9.1,801,35.3
1400000US06001441402,06001441402,"Census Tract 4414.02, Alameda County, California",1728,100.0,1694,98.0,1694,100.0,1253,74.0,1031,60.9,222,13.1,441,26.0
1400000US06001441501,06001441501,"Census Tract 4415.01, Alameda County, California",1758,100.0,1718,97.7,1718,100.0,1454,84.6,1291,75.1,163,9.5,264,15.4
1400000US06001441503,06001441503,"Census Tract 4415.03, Alameda County, California",2021,100.0,1819,90.0,1819,100.0,1301,71.5,1220,67.1,81,4.5,518,28.5
1400000US06001441521,06001441521,"Census Tract 4415.21, Alameda County, California",1800,100.0,1759,97.7,1759,100.0,1415,80.4,1103,62.7,312,17.7,344,19.6
1400000US06001441522,06001441522,"Census Tract 4415.22, Alameda County, California",1457,100.0,1419,97.4,1419,100.0,1129,79.6,947,66.7,182,12.8,290,20.4
1400000US06001441523,06001441523,"Census Tract 4415.23, Alameda County, California",1402,100.0,1381,98.5,1381,100.0,672,48.7,596,43.2,76,5.5,709,51.3
1400000US06001441524,06001441524,"Census Tract 4415.24, Alameda County, California",1332,100.0,1298,97.4,1298,100.0,799,61.6,727,56.0,72,5.5,499,38.4
1400000US06001441601,06001441601,"Census Tract 4416.01, Alameda County, California",1451,100.0,1408,97.0,1408,100.0,1128,80.1,869,61.7,259,18.4,280,19.9
1400000US06001441602,06001441602,"Census Tract 4416.02, Alameda County, California",2330,100.0,2219,95.2,2219,100.0,1244,56.1,1025,46.2,219,9.9,975,43.9
